Document Title,Abstract,Chosen,Authors,Publication Year,DOI,Link,Content type
"""Model For Mitigating Smishing Attacks On Mobile Platforms""","""Cybercrime has increased as a result of technology improvements and people's increasing reliance on smartphones and other technologies. SMS enables the dissemination of critical information, which is especially significant for non-digital savvy users who are typically the most isolated. Smishing, often known as SMS phishing, is the practice of sending phony text messages to trick someone into divulging personal information or installing malware. In Kenya, smishing crimes have been noted to escalate at a higher rate. However, there is no comprehensive investigation that has been done involving smishing attacks. There are various proposed solutions for mitigating smishing attacks. However, no existing solution authenticates the sender, filters the smishing content from the message, and informs the user of the potentially harmful content. Therefore, this study presents a novel method to authenticate the sender, filter smishing content from the message, and informs the user in case potentially harmful content exists in the message. Python, MYSQL, and Naïve Bayes classifier were used to develop the model. The model will help mobile phone users to identify fraudulent messages sent by smishers quickly and effectively.""",,"""D. Njuguna; J. Kamau; D. Kaburu""",2021,10.1109/ICECET52533.2021.9698789,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9698789,IEEE Conferences
"""Operational coastal map re-actualization by RADAR SAR images, examples in French Guiana, Mauritania and Cameroon""","""The French Hydrographic Office has to publish information for navigation security in its responsible zones (French territories, West African coasts (with agreements between these countries and France), Djibouti, Viet-Nam, etc.). Nautical charts on African coasts are old and had often been established in the 1950s. Local geodetic reference systems used are not well known, so maps are not in accordance with GPS navigation. In French Guiana, coastal evolution is so important that nautical charts are obsolete. Sedimentation and erosion of mangrovia vegetation can reach one kilometre per year. We study the contribution of RADAR SAR imagery for nautical chart updates. Our interests are coastline, interidal zone delimitation, harbour structures and bathymetry (<20 metres). We present solutions for different problems. First, for cartographic applications, we reference geographically our ERS images in a global geodetic reference system without ground points, we use precise orbitographic products, differences between geoid and global ellipsoid and ERS annotation files: precision estimation of this step was made by GPS measurements and also comparison between images acquired in ascending and descending mode. Second, ground interpretations permit first in Mauritania and French Guiana to follow coastal evolution and particularly coastline erosion and flood risk zones, and last in Cameroon to understand high and low vegetation distribution in mangrovia and in Wouri estuary, to follow sand banks which obstruct the Douala city channel. We propose a methodology for ERS RADAR SAR use including interferometry, the speckle reduction process and automatic detection tools. Third, we present new coastal cartographic documents for regions with strong changes and a low map update frequency.""",,"""H. Trebossen; J. P. Rudant; N. Classeau; B. Fruneau; M. F. Courel; N. Classeau; E. Trouve; B. Deffontaines; J. Mvogo; V. Onana""",2001,10.1109/IGARSS.2001.978310,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=978310,IEEE Conferences
"""Successful Adoption of Cloud Computing Security Model for SMEs in Libya""","""Cloud computing system facilitates the promotion of the convenient on demand networks that include application services, servers, networks, and storage devices. It is becoming significant to have the cloud computing security system as the issues related to the security still appear to be unsolved. Therefore, the utilization of the technological advances is essential for the organizations in Libya. The key purpose of this paper is to incorporate cost effectiveness, IT compliance, and security effectiveness for the successful adoption of the Cloud Computing security system in Libyan companies. At the moment, there is a shortage of the guidelines for the adoption of the Cloud Computing and building the trust. Thus, this study focuses on the examining different theories and identifying the new integrated theoretical framework accordingly for the adoption of the Cloud Computing in general, specifically in Small and Medium Enterprises (SMEs) in Libya.""",,"""A. B. A. Abdulgadr; A. K. M. Hamad; M. K. H. Mohamed""",2021,10.1109/ICOTEN52080.2021.9493538,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9493538,IEEE Conferences
"""University — Industry networking for training, research, and employment- HTI experience""","""In 1988, The Higher Technological Institute (HTI) was established in the new industrial city called ""The Tenth of Ramadan City"". HTI is the first private university level Institute for Engineering Education in Egypt. One of its main missions is to build a strong and sustainable link with industry especially in the local community. From day one, the main elements of this link were clear and accordingly efforts have been spent to build and strengthen such elements in the following main directions: - Development of industry linked educational programs. - Students internships and Employment. - Specialized courses for engineers and technicians in industry. - Problem solving for industry - Research & Development. The results of applications of this link proved that there are mutual benefits for both the institute and industry. In industry, the gain is clear in the suitability and reduced cost of the technical services introduced while for HTI, the gain can be seen in practical experience of the students which they gain through four yearly 12- week industrial training semesters. This, in addition to other factors, helps very much for employment of the graduates which in turn increases the number of new students joining the institute. In spite of the fact that these efforts have fruitful results in the first three directions (Industry linked educational programs, Internships & tailored courses for industry), still much work is needed to enrich and improve the cooperation in solving the industry problems and initiate serious research and development based on university -industry cooperation. This relative weakness may be due to the fact that HTI efforts were carried out on an individual bases. Accordingly, establishing National University -Industry Network in Egypt is necessary not only to improve and strengthen the weak points but also to guarantee the sustainability of such successful link through synergistic integration of the capabilities of both parties: industry & university. In this paper, HTI experience in cooperation with industry through about 25 years will be highlighted. The experience with two international projects related to university/industry link (The first is European/Egyptian and the second is European/Egyptian/Jordanian TEMPUS projects) will be also briefly shown. A proposal for University/Industry Network for Mechatronics in Egypt will be proposed: ""The Egyptian Academic -Industry Forum for Mechatronics (EAIFM)"". The importance of cooperation with community and government in this regard will be also discussed.""",,"""Y. H. Hossamel-deen; M. A. Sadek""",2012,10.1109/MECATRONICS.2012.6451053,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6451053,IEEE Conferences
"""Application of RADAR Corner Reflectors for the Detection of Small Vessels in Synthetic Aperture Radar""","""Detection of vessels from space-based synthetic aperture radar (SAR) data is an important area of research with many applications, including fisheries monitoring, counter-piracy, and maritime border security. The detection of vessels on the ocean surface in SAR imagery requires that the vessel has sufficiently high radar cross section (RCS). In general, the RCS of an object is a function of the object's material, size, and shape, as well as RADAR parameters such as center frequency. Even, two objects of the same size may have different RCSs based on construction materials (i.e., wood versus metal). In Ghana, as in much of the Gulf of Guinea, wooden canoes 6-25 m in length represent a significant percentage of maritime traffic. These canoes are not easy to detect and track in coastal RADAR, nor are they easily detected in SAR imagery. These vessels may represent a significant risk to maritime safety and security. Here, we describe one possible solution for the problem described-above based on inexpensive, versatile corner reflectors with high RCS. Specifically, we describe the design and construction of high RCS corner reflectors and results from a series of experiments in which corner reflectors were installed on wooden canoes. During the experiments, canoes were deployed to specific locations off the coast of Ghana at specific times, corresponding to the acquisition of space-based SAR imagery. We present results from these experiments, which indicate that wooden canoes with these corner reflectors can be detected in space-based SAR imagery.""",,"""J. Stastny; S. Cheung; G. Wiafe; K. Agyekum; H. Greidanus""",2015,10.1109/JSTARS.2014.2359797,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6922477,IEEE Journals
"""Framework for the Provision of User Felt Protected Mobile Banking Services""","""The proliferation of mobile devices is a direct sector, which has become the primary means by which individuals complete the vast majority of their daily tasks. Financial institutions are bolstering their expansion plans by emphasizing mobile banking and financial services. However, there are several security issues with mobile banking due to the expanding capabilities of mobile technology. That's why banks need a system to evaluate the safety of their mobile banking services. The cyber-security barriers to mobile banking encountered by SACCOs in Kenya were identified using a survey study methodology, and the strategies used by SACCOs to mitigate the effects of these problems on the supply of mobile banking services were assessed. The research uncovered the risks associated with mobile banking in terms of cyber security. This analysis also assessed the measures taken by SACCOs to guarantee the provision of a safe mobile banking service in the eyes of their customers. The results informed the development of a framework for the provision of mobile banking services that prioritizes customers' sense of safety. After putting the suggested structure through its paces with the help of specialists, it was proven to be quite trustworthy. This paradigm gives SACCOs a way to measure how secure their services are in the eyes of their customers.""",,"""N. Rawat; D. Bordoloi; A. Dumka""",2022,10.1109/ICFIRTP56122.2022.10059415,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10059415,IEEE Conferences
"""Mobile subscribers vulnerability to financial crime over the SMS platform""","""Numerous benefits have been realised in the use and application of short message services (SMS). Today, over one billion messages are sent each day as a result of communication amongst and between people, businesses and systems. Though few would agree that this service is increasingly being abused, fewer would accept that the abuse is extensive and has a financial loss associated with it. This research paper set out to evaluate the vulnerability of mobile subscribers within counties around Nairobi city in Kenya. It involved a sample of 300 mobile subscribers of different walks of life, education levels and occupation. These were randomly selected. The research set out to find the mode of contact used by the fraudsters, frequency of fraud attempts, knowledge of fraud attempts on other subscribers known to the respondents, who the respondents blamed when targeted and conned, as well as determining what the best approach would be to help protect them from criminals. The study concluded by identifying the various factors that have facilitated financial crime within the mobile network via the SMS platform.""",,"""E. Kariuki; A. Gichamba; K. Muchungi""",2017,10.23919/ISTAFRICA.2017.8102312,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8102312,IEEE Conferences
"""Evaluating soil contamination risks by using MicroLEIS DSS in El-Fayoum province, Egypt""","""The Agro-ecological Decision Support System, MicroLEIS DSS, was applied to investigate and predict soil degradation in the province of El-Fayoum, one of the western desert areas of the Arab Republic of Egypt, with an area of 149,300 ha approximately. The Pantanal land evaluation model as one constituents of this DSS, was used for evaluating contamination risks of phosphorus, nitrogen, heavy metals and pesticides. Pantanal is an expert system model based on three kinds of input data : I) monthly meteorological data contains average values of climate variables such as mean temperature, maximum and minimum rainfall, number of days of rain and humidity, for a consecutive period of 44 years, collected from the station of El- Fayoum; II) soil survey data collected from 46 soil profiles representative of the study area and stored in the MicroLEIS SDBm plus database; and III) agricultural information on soil use and management for major crops in the area, from scientific publications of the Ministry of Agriculture. The model application results are grouped in five vulnerability classes: V1-none, V2-low, V3-moderate, V4-high and V5-Extreme for each specific contaminant. Results obtained in El-Fayoum area show that 2.8%, 45.2% and 52% of total studied area were classified as V1, V3, and V4 vulnerable land due to phosphorous contamination. On the other hand 95.9 % and 4.1% of total studied area were classified as V3, and V4 vulnerable land due to nitrogen and heavy metals, and 6.1 %, 21.5 %, 68.8 % and 2.8% of total studied area were classified as V1, V2, V3, and V4 vulnerable land due to pesticides. Additionally, Typic Torripasamment soil has a high vulnerability classes for all the types of contaminants although it represents a residual area, of 2600 ha approximately. Finally hypothetical recommended scenarios were established for each soil types in order to formulate sustainable agriculture practices by reducing inputs use like water, fertilizers and pesticides, and so minimizing the risk of soil degradation due to contamination. In conclusion, MicroLEIS DSS appears to be a useful tool in this part of arid regions, such as north of Africa (Egypt), to formulate sustaining agro-ecological systems. Although information about land resources in this part of Africa is rather scarce, these innovative agro-ecological strategies can be applied and adapted in other agricultural provinces from the Arab Republic of Egypt in order to achieve a regional sustainable land management.""",,"""S. K. Abd-Elmabod; R. Ramadan Ali; M. Anaya-Romero; D. de la Rosa""",2010,10.1109/ICBEE.2010.5651591,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5651591,IEEE Conferences
"""A Survey of Undergraduate Project Topics in Computer Science at the University of Botswana""","""Model curricula such as ACM/IEEE recommend that characteristics of students graduating in Computer Science should include project experience. In line with these recommendations, students in their fourth year of undergraduate study in the Computer Science department at the University of Botswana have to complete a major project as part of fulfilling the requirements for the award of a degree. The project gives students the opportunity to implement some of the theories and techniques learnt during the course of their programme of study. Students` choice of project topics therefore heavily depends on what the curriculum offers in terms of diversity of course content and techniques taught. This paper presents an analysis of 154 students' projects in the Computer Science department at the University of Botswana for the period 2013-2016 with a particular focus on the topic trends and issues of diversity and relevance to both the local and international context. The topics' list is categorized using the Agglomerative Hierarchical Clustering method. The analysis of titles and abstracts shows an inclination towards web-based systems and mobile applications that are relevant to the local context. Also, the titles and abstracts do not reveal core Computer Science areas such as algorithms, machine learning and security. Trending topics in Computing, which are also typically done as project topics, also seem not to feature. To reveal an effective categorization and assess comparability to international trends the rest of entire project document (body) needs to be analysed.""",,"""G. Mosweunyane; N. P. Motlogelwa; G. Malema""",2018,10.1109/ICONIC.2018.8601086,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8601086,IEEE Conferences
"""R U There? Cell Phones, Participatory Design, and Intercultural Dialogue""","""Background: This case recounts my experiences during a four-year participatory design project with colleagues in Katanga Province of the Democratic Republic of Congo, where I attempted to develop a system for people working in rural areas to share business information via mobile phones. Research questions: For the first phase of this project: How do businesspeople in Katanga Province use their cell phones to support their business operations? How do they want to use these phones in their businesses? How do their use and attitudes compare with those of graduate students at a Midwestern US university? For the second phase of this project: Can a cell-phone delivered information system be designed for artisanal miners and small farmers in Katanga Province to share local pricing information for copper, cobalt, and maize? Situating the case: Researchers in participatory design for social and/or technological change have traditionally assumed that including users in early design phases will result in democratization of project outcomes. When these participatory design projects are situated in intercultural settings, however, they are complicated by political and economic conditions, as well as differences in values and social relations. Because participatory design relies on dialogue within robust, multimodal communication networks, weaknesses in this approach arise when trusted social relations are not in place upon which to build these multimodal communication networks. Cases of participatory design between colleagues in the US and Sub-Saharan Africa illustrate profound effects of political and economic inequities on participatory design projects. Methodology: This is an experience report of a project that developed initially from a classroom project in which my students in the US conducted a communication audit for a partner based in Katanga Province in the Democratic Republic of Congo. A US-based nongovernmental organization (NGO) arranged the partnership and I later went to the field to carry out this project. About the case: Working with an NGO while based exclusively in the US, we attempted to develop a system from which people working in rural areas could share business information, such as reporting business conditions in a rural location back to the NGO's Lubumbashi headquarters 75 km away, via mobile phones. The project did not work because people in Katanga were not familiar with the information design issues involved in the system and I was not familiar with the actual business situation at the NGO in Katanga. To address these issues, I traveled to the Democratic Republic of Congo and interviewed NGO staff and clients. But my presence in the NGO's Lubumbashi headquarters created irreparable social disruption. I continued the project with a new client in Katanga and revised goals for the information-sharing system, but that system, too, did not work for lack of a trusted social network of informants to participate in the information-sharing system. In the end, I was only able to complete an initial analysis of the needs. Conclusions: Despite the need to abandon the project, this case raised these questions about participatory design for information and communication technologies (ICT) projects when collaborators do not “speak the same language:” How can communication researchers effectively build trusted relationships with colleagues in developing nations in order to facilitate successful participatory design projects? Given the research obligations and reward structures at US universities, is it feasible for communication researchers to spend the time to build trusted relationships with colleagues in developing nations, which may not yield publishable research or quantifiable results for three years or more? Given the political and social conditions in many developing areas, can communication researchers rely on the stable conditions and personal relations that are necessary to conduct participatory design for ICT projects?""",,"""B. Longo""",2014,10.1109/TPC.2014.2341437,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6876006,IEEE Journals
