Document Title,Abstract,Chosen,Authors,Publication Year,DOI,Link,Journal/Location,Content type
We Don't Give a Second Thought Before Providing Our Information: Understanding Users' Perceptions of Information Collection by Apps in Urban Bangladesh,"With a rapid increase in the use of digital technologies, people in the Global South including Bangladesh are exposed to a wide-range of smartphone applications (termed as apps in this paper), which offer a variety of features and services. However, privacy leakage through apps has increasingly become a major concern in Bangladesh, where the app collecting users' sensitive information without their consent was reported in news media for privacy violation. Our study with 32 participants from varying age, literacy level, and profession in Dhaka, Bangladesh unveils the perceptions of people around data collection and sharing by the app reported in privacy leakage news. All of our participants were aware of information leakage through the app they use, where they possess varying perceptions around providing personal information, like a sense of benefit, necessity and contribution, indifference, fear, or (no) authority over data collection. Our analysis reveals the relation between users' privacy perceptions, local infrastructure, and social practices in Bangladesh, where we identify the situated challenges that interfere with people's understanding of privacy notice. Our results lead to a discussion on how people's privacy perceptions are influenced by rapid urbanization and the opportunities offered by digitization in Bangladesh. Based on our findings, we provide recommendations to develop situated and sustainable strategies to enhance privacy awareness and practices in the social setting of Bangladesh, and Global South.",,"Al-Ameen, Mahdi Nasrullah and Tamanna, Tanjina and Nandy, Swapnil and Ahsan, M. A. Manazir and Chandra, Priyank and Ahmed, Syed Ishtiaque",2020,10.1145/3378393.3402244,https://doi-org.proxy.bnl.lu/10.1145/3378393.3402244,Ecuador,
Compliance Performance of a Large Local Company to Electronic Commerce Act of 2000 and Data Privacy Act of 2012: A Case Study Approach,"Electronic commerce and data privacy have become a very important aspect of performing business in the Philippines. This research study aims to ascertain the compliance performance of a large local company to the Electronic Commerce Act of 2000 (R.A. 8792) and Data Privacy Act of 2012 (R.A. 10173). Through Outcome Pattern Matching, it has been determined that, though the company is fully compliant with the applicable sections of R.A. 8792, it is Partially Compliant (High) to R.A. 10173 with few challenge areas. Using Benchmarking Process, this research study also recommends factors that could improve the compliance performance of the company. The following dimensions should be considered: (1) spontaneous compliance, (2) control and (3) sanctions. Further, the company should take into account not just the legal aspects of the Republic Acts but also the value-based ethics and business case of compliance.",,"Tirante, Geraldine A. and Ching, Michelle Renee D.",2018,10.1145/3234781.3234793,https://doi-org.proxy.bnl.lu/10.1145/3234781.3234793,"Hong Kong, Hong Kong",
Securing Our Digital Natives: A Study of Commonly Experience Internet Safety Issues and a One-Stop Solution,"With the exponential development of electronics industry, smartphones have become a common commodity found with almost everyone irrespective of the age group providing easy access to Internet. While Internet proves to be one of the best sources for learning almost everything, an unguided exposure to it may pose serious security issues and even lead to hampering of children's growth. In our study we found that the Internet Security related problems have been on an all-time high in the past decade. It is also found that the most affected age group was 13--20 years of age and that in most cases the issues could have been avoided or at least easily resolved if the family members of the cyber victims had been more aware. In India, cybercrime and victimization in the cyber space has remained a subject of great consternation, but lacks cognizance. This paper primarily focuses on digital awareness trends amongst people of various age groups and an initiative to help make society a safer place for everyone by providing a one-stop solution to the most commonly experienced Internet Safety issues in the form of free android app ""Cyber Security Guide"". This paper also highlights the key features and benefits of app. Our paper will also encompass the following: (a)Objectives (b) Introduction (c)Need for Internet Safety and Digital Citizenship (d)Case Studies (e)Research on Students' Problems (f)Development of CSAO (g)Probable solution to the problem (h)Salient Features of App (i)Response from our Users (j)Limitations (k)Conclusions and (l)Future Scope.",,"Agarwal, Chandni and Singhal, Akshath",2017,10.1145/3047273.3047303,https://doi-org.proxy.bnl.lu/10.1145/3047273.3047303,"New Delhi AA, India",
Accelerating Public Service Delivery in India: Application of Internet of Things and Artificial Intelligence in Agriculture,"The application of Information and Communication Technologies (ICTs) in the public sector can usher performance enhancement, productivity and social equity in public service delivery mechanisms. More specifically, emerging digital technologies including Artificial Intelligence (AI) can be employed for more effective retrieval and analysis of complex, real-time data that could also be captured and shared by devices supporting Internet of Things. Literature asserts that governments worldwide must adopt solutions offered by these emerging technologies to drive innovation in public service delivery mechanisms. Appreciating these claims, this study aims to explore the current and potential use of IoT and AI. Based on the related review of literature, the study puts forth a conceptual framework for creating an open and integrated national level agriculture stack (christened as KisanOne by the authors) so that developing countries like India can effectively espouse data driven approach in its agriculture sector. ""Kisan One"" combines varied aspects of a farmers' activities including weather forecast, soil health indices, seed procurement cycle, sowing cycles, details of fertilizers availability, crop prices, etc, in a unified national stack that is accessible to all the stakeholders using application programming interfaces (APIs). Needless to say, the proposed KisanOne is a utopian implementation where existing and contemporary digital initiatives get unified on a single platform.Datasets themselves have little intrinsic value sans any ability to extract meaning from it. Intelligent data analytics could be employed on real time datasets of KisanOne both for evidence based decision making as well as for malicious intent. This paper, therefore, attempts to offer an insight into such challenges as well as suggest policy recommendations that could strengthen existing regulatory mechanisms for effective implementation of IoT and AI in existing public service delivery schemes of India. The paper is divided into four broad sections. The first section builds the Background of the paper. The next section is divided into four subsections and in this section instance of Agriculture has been detailed with reference to its current scenario and prevailing solutions. India has started using technology in Agriculture to a great extent- some of these applications such as Kisan Suvidha2 mobile app, mKisan SMS Portal, Farmer's Portal, Soil Health Card, Fertilizer Monitoring System(FMS) software, Agrimarket App have been delineated in the study. A use case on transformation of agriculture sector using IoT and AI is also presented in one of the sub-sections. A National Level Integrated Agriculture Stack is also proposed in this paper. The subsequent section presents brief picture of key challenges of implementing IoT and AI in Agriculture sector followed by recommendations and Consulive Remarks. It is an innovative and descriptive study that primarily relies on secondary data gleaned from international/national journals, reports of Ministry of Electronics and Information Technology, Government of India and other online academic sources coupled with creative out-of-box thinking to propose the application of IoT and AI in varied public sectors with special emphasis on Agriculture.",,"Malhotra, Charru and Anand, Rashmi",2020,10.1145/3428502.3428510,https://doi-org.proxy.bnl.lu/10.1145/3428502.3428510,"Athens, Greece",
Evolution of Payments Bank and Impact From M-PESA: A Case of Mobile Banking Services in India,"A large proportion of the Indian population is excluded from basic banking services. Just one in two Indians has access to a savings bank account and just one in seven Indians has access to bank credit (Business Standard, June 28 2013). There are merely 684 million savings bank accounts in the country with a population of 1.2 billion. Branch per 100,000 adult ratio in India stands at 747 compared to 1,065 for Brazil and 2,063 for Malaysia (World Bank Financial Access Report 2010). As more people, especially the poor, gain access to financial services, they will be able to save better and get access to funding in a more structured manner. This will reduce income inequality, help the poor up the ladder, and contribute to economic development. There is a need for transactions and savings accounts for the under-served in the population. Mobile banking has been evolved in last couple of years with the help of Mobile penetration, which has shown phenomenal growth in rural areas of India. The rural subscription increased from 398.68 million at the end of December 2014 to 404.16 million at the end of January 2015, said in a statement by the Telecom Regulatory Authority of India. Banks in India are already investing in mobile technology and security from last couple of years. They are adding value in services such as developing smartphone apps, mobile wallets and educating consumers about the benefits of using the mobile banking resulting in adoption of mobile banking faster among consumers as compared to internet banking.The objective of this study is:1. To understand the scope of mobile banking to reach unbanked population in India.2. To analyze the learnings of M-PESA and Payments Bank Opportunity.3. To evaluate the upcoming challenges for the payments bank success in India.",,"Vyas, Gourav and Gaur, Loveleen and Singh, Gurinder",2016,10.1145/2905055.2905097,https://doi-org.proxy.bnl.lu/10.1145/2905055.2905097,"Udaipur, India",
Bridging Female Entrepreneurs Using ICT,"Among the barriers of many developing countries, one of the major problems is that a huge portion of women are still confined within the boundary of their home. A nation can in no way progress without the contribution of such a huge portion of population towards the economy. In spite of having potential, many women remain under-utilized just due to lack of necessary support, such as, capital, partners, workers, work-space and social security. In this age of technology numerous applications of Information and Communication Technology (ICT) has been introduced in homes and workplaces, changing the way we live, how we work, and what we are able to do. As a part of technology revolution ICT tools are becoming increasingly accessible to the rural underprivileged people. Technology is also essential for women's economic advancement and can help women in developing countries to increase their productivity, create new entrepreneurial ventures and access new income-generating pursuits. ICT is rapidly changing the global landscape and becoming a necessary tool for running a competitive business. The range of potential benefits ICTs offer is extensive; ensure better access to information crucial to business development, market and pricing information, production technologies, compliance, forecasts and training. ICT can also enable entrepreneurs to communicate better along the value chain as well as their administration more efficient. Since information and services increasingly becoming digital in both public and private sector, entrepreneurs without using technology have an obvious disadvantage.Therefore a bridge between these two buzzwords `Entrepreneurship' and `Technology' can contribute to accelerate both the streams. Keeping pace with this motivation, we present the gender divide and ICT usage in entrepreneurship in context of Bangladesh and propose a study and platform which will help user to find complementary business partners, financers, information, services even in nearest locality. Though the problem is mainly explored focusing females in developing counties; gender based requirements of the environment, social context, customized design approaches, will be an interesting investigation. Study of this cross country topic can bridge the gender divide and its real-life implementation can surely contribute to raise the overall social and economic growth of any developing country.",,"Sharmin, Sadia",2020,10.1145/3309700.3338444,https://doi-org.proxy.bnl.lu/10.1145/3309700.3338444,"Glasgow, Scotland, United Kingdom",
Mining Entry Gates for Points of Interest,"In this paper, we propose two algorithms for identifying entry gates for Points of Interest (PoIs) using polygon representations of the PoIs (PoI polygons) and the Global Positioning System (GPS) trajectories of the Delivery Partners (DPs) obtained from their smartphones in the context of online food delivery platforms. PoIs include residential complexes, office complexes, and educational institutes where customers can order from. Identifying entry gates of PoIs helps avoid delivery hassles by routing the DPs to the nearest entry gates for customers within the PoIs. The DPs mark 'reached' on their smartphone applications when they reach the entry gate or the parking spot of the PoI. However, it is not possible to ensure compliance, and the 'reached' locations are dispersed throughout the PoI. The first algorithm is based on density-based clustering of GPS traces where the DPs mark 'reached'. The clusters that overlap with the PoI polygon as measured by a metric that we propose, namely Cluster Fraction in Polygon (CFIP), are declared as entry gate clusters. The second algorithm obtains the entry gate clusters as density-based clustering of intersections of GPS trajectories of the DPs with the PoI polygon edges. The entry gates are obtained as median centroids of the entry gate clusters for both the algorithms which are then snapped to the nearest polygon edge in the case of the first algorithm. We evaluate the algorithms for a few thousand PoIs across 9 large cities in India using appropriately defined precision and recall metrics. For single-gate PoIs, we obtain a mean precision of 84\%, a mean recall of 77\%, and an average haversine distance error of 14.7 meters for the first algorithm. For the second algorithm, the mean precision is the same as the first algorithm while the recall obtained is 78\% and the average haversine distance error is 14.3 meters. The algorithmically identified gates were evaluated by manual validation. To the best of our knowledge, this is the first published work with metrics that solves for a ''last-last mile"" entity of digital maps for India, i.e., the entry gates.",,"Khanna, Tanya and Ganesan, Abhinav and Mathew, Jose and Adusimilli, Kranthi Mitra",2022,10.1145/3511808.3557642,https://doi-org.proxy.bnl.lu/10.1145/3511808.3557642,"Atlanta, GA, USA",
ICEGOV '07: Proceedings of the 1st International Conference on Theory and Practice of Electronic Governance,"Several years after the acceptance of Electronic Government by governments worldwide as part of their reform initiatives, there is a growing recognition that over-reliance on technology, insufficient collaboration in government, lack of emphasis on building human capacity and inadequate public consultation all limit possible benefits of such initiatives. As a result, the focus has been shifting from Electronic Government - technology-enabled improvements in government operations, to Electronic Governance - improvements in interactions between government and non-government stakeholders. Under the new focus, it is no longer acceptable to let technical or organizational issues drive these initiatives alone. Instead, a multi-disciplinary, multi-stakeholder, community-oriented approach is needed.This volume contains the papers presented at the 1st International Conference on Theory and Practice of Electronic Governance (ICEGOV2007) which took place in Macao during 10-13 December 2007. ICEGOV2007 was co-organized by the Center for Electronic Governance at United Nations University - International Institute for Software Technology (UNU-IIST-EGOV), the Center for Technology in Government, University at Albany, State University of New York, USA (CTG), and the United Nations Asian and Pacific Training Centre for Information and Communication Technology for Development (APCICT), Incheon, Republic of Korea.In a diverse international setting of networking and community-building, the conference brought together practitioners, developers and researchers from government, academia, industry and non-governmental organizations to share the latest findings in the theory and practice of Electronic Governance. The conference provided a unique opportunity for close interactions between the three categories of participants, so that each could benefit from the interaction with others. Government participants described concrete initiatives, lessons learned and the remaining challenges. In return, they learned about the latest research results, and how such results are implemented by industry and other governments to address the challenges they face. Industry and non-governmental participants demonstrated concrete technological and organizational solutions for governments. In return, they learned about the challenges faced by governments and the latest research findings available for developing solutions. Academic participants presented models, theories and frameworks which extend the understanding of Electronic Governance and upon which concrete solutions can be built. In return, they learned about the problems faced by governments, gaining access to concrete cases, and identifying opportunities to implement and deploy research prototypes.ICEGOV2007 benefited from invited talks from three well-known experts and practitioners: Sharon S. Dawes, Senior Fellow at the Center for Technology in Government, University at Albany, State University of New York, USA, and the President of the Digital Government Society of North America; Olu Agunloye, Executive Vice Chairman of the National eGovernment Strategies (NeGSt) Limited, Nigeria, and Guido Bertucci, Director of the Division for Public Administration and Development Management, Department of Economic and Social Affairs, United Nations. The speakers represented academic, government and non-governmental perspectives on Electronic Governance.In addition, a series of six tutorial-workshop events was organized on various aspects of Electronic Governance: (1) Formal Engineering Methods for Electronic Governance by Jim Davies, Oxford University, UK and Tomasz Janowski, UNU-IIST-EGOV, Macao; (2) Interoperability in Electronic Government by Marijn Janssen, TU Delft, Netherlands, and Jochen Scholl, University of Washington, USA; (3) Knowledge Management in Public Administration by Maria Wimmer, University of Koblenz, Germany, and Roland Traunm\""{u}ller, University of Linz, Austria; (4) Electronic Governance and Organizational Transformation by Theresa A. Pardo, CTG, University at Albany, SUNY, USA and Yuanfu Jiang, China National School of Administration, China; (5) Policy Development for Electronic Governance by Ik Jae Chung, University at Albany, SUNY, USA; and (6) Economics for Electronic Governance by Wojciech Cellary, Poznan University of Economics, Poland. Tutorials, held on Monday 10 December provided the audience with general foundations and basic understanding of the area, while the workshops, held on Thursday 13 December presented state-of-the-art research and applications.Regular paper sessions took place on Tuesday and Wednesday 11 and 12 December, interleaved with panel discussions. The sessions comprised presentations of the papers submitted for the conference and accepted after a thorough, three-stage review by the International Program Committee: from abstracts, through full papers, to final papers. Altogether, 159 abstracts and 130 full papers were submitted from 53 countries. A total of 97 papers were received from 27 developing countries: Argentina, Bangladesh, Benin, Brazil, China, Colombia, Egypt, Ghana, India, Iran, Kenya, Malaysia, Maldives, Mongolia, Morocco, Mozambique, Nepal, Nigeria, Pakistan, Palestine, Russia, Sri Lanka, Sudan, Syria, Thailand, Tunisia and Vietnam, and 61 from 26 developed countries: Australia, Austria, Belgium, Canada, Czech Republic, France, Germany, Greece, Hong Kong, Iceland, Italy, Japan, Lithuania, Macao, Netherlands, New Zealand, Portugal, Serbia, Singapore, South Korea, Spain, Switzerland, Taiwan, UK, United Arab Emirates and USA. Among 159 submissions, 63 were research papers, 74 were practice papers and 22 were solutions papers. After review, 33 submissions were accepted as long (10 page) papers, 38 as short (4 page) papers, and 20 as posters (2 pages). The papers in the volume are organized into 18 sections: one for invited papers, six for workshops, ten for regular papers and one for posters. Regular paper sessions cover a range of topics from e-Participation, Diffusion and Implementation, through Innovative Applications, Development and Rural e-Government, to Cases, Research and Applications.",,,2007,,,"Macao, China",
ICIEB '18: Proceedings of the 2018 1st International Conference on Internet and E-Business,"The 2018 International Conference on Internet and e-Business (ICIEB 2018) was successfully held in Nanyang Executive Center, Singapore during April 25-27, 2018. ICIEB has brought together researchers and practitioners who are interested in e-Business technology and its current applications. ICIEB provided a platform for scientists, engineers and technologists who work in all aspects of Internet and e-Business. ICIEB 2018 received 128 submissions. After two rounds of rigorous peer review, we accepted 81 papers. These papers are contributed by researchers in many different countries, including UK, Russia, China, Indonesia, Philippines, Iran, Jordan, Morocco, Algeria, and UAE, etc. All authors have contributed a lot to the success of this conference.",,,2018,,,"Singapore, Singapore",
Teaching Accessibility in India: A Work in Progress,"There are about one billion persons with disabilities (PWDs) in the world&nbsp;[8]. Between 40 and 80 million of them are in India&nbsp;[5]. In 2015, the Government of India launched the Sugamya Bhundefinedrat Abhiyundefinedn (Accessible India Campaign), a “nation-wide Campaign for achieving universal accessibility for PWDs”. One of its three components, “Information and Communication Eco-System Accessibility”, focuses on accessible softwares and digital artifacts. The private industry is also increasingly emphasizing developing softwares that are accessible to everyone&nbsp;[See, e.g., 3, 4, 7, 1]. However, the CS curricula that ought to prepare the future professionals to develop such accessible softwares hardly cover topics related to accessibility. This project is aimed at understanding the status of accessibility education in India and developing appropriate course content. I present initial ideas, solicit feedback, and invite collaborators through the discussion on this poster. It is important to note that teaching accessibility (including accessibility topics in your courses) and teaching accessibly (making your course content accessible) are two different things; my focus is on the former. (1) Understanding the challenges to accessibility integration in CS education in India. We first need to understand the faculty’s preparedness for and attitude towards teaching accessibility topics. Shinohara et&nbsp;al. [6] report that very few CS faculty in the US teach accessibility (20\% of the respondents but only 2.5\% of all faculty surveyed). Moreover, most of them include accessibility topics in specialized human-computer interaction (HCI) courses rather than core CS courses such as Software Engineering. The numbers in India are likely to be much lower due to various factors; for instance, a cursory survey of CS faculty profiles in the twenty “Institutes of Eminence” in India revealed that only three have someone with HCI expertise. I am developing an instrument to investigate the following initial research questions: (2) Developing accessibility-themed courses and evaluating their effects. I will teach a software engineering course with a focus on Android app development in Fall 2021. I am currently developing materials for this course such that accessibility will be an underlying theme throughout the semester. I plan to include the following four topics, observed in the literature&nbsp;[2], in the course learning objectives: I will evaluate the effects of this course on how students learned certain software engineering concepts and their attitude towards accessibility.",,"Joshi, Swaroop",2021,10.1145/3446871.3469783,https://doi-org.proxy.bnl.lu/10.1145/3446871.3469783,"Virtual Event, USA",
