"Document Title","Abstract","Chosen","Authors","Author Affiliations","Publication Year","Page","DOI","Link","Content type"
"Social Dimensions in the Acceptance of and Access to Technology: A Usability Study in a Collaborative Security Application","Technological ubiquity and advances in the use of networked devices, such as smartphones, have become a fundamental element in the dynamics of information in the social environment. Social problems can be discussed in these networks, receiving the aid from these devices, in order to unite community members in a network that is strengthened for common goals, transforming the local reality. The motivation for this work lies in the fact that lack of security is one of the problems that have most afflicted Brazilians in recent years. From this reality, the main objective of this study is the development of a usability analysis model that is suitable for smartphone applications and that allows identifying of the viability of using a collaborative security application in the social context of a city in the south of Minas Gerais. Data collection was performed through the application of two questionnaires, one being a demographic survey and the other to evaluate usability with a focus on users' perception of the use of the application. The application usage scenario is family safety facing the challenges of mitigating public security issues. The analysis of the results was based on the reinterpretation of usability from the perspective of the Theory of Innovation Diffusion and the Recursive Model of Access to Technology. As a result, the study enabled conclusions pointing that this type of interpretation allows us to glimpse horizons that go beyond explicit aspects of usability, helping to understanding environmental and social factors inherent to the context of technological diffusion in a developing society.","","de Oliveira M,Mattedi AP,Seabra RD","","2019","","10.1145/3357155.3358431","https://doi-org.proxy.bnl.lu/10.1145/3357155.3358431;http://dx.doi.org/10.1145/3357155.3358431","Conference Paper"
"Spatial, Temporal, and Space-Time Clusters of Hemorrhagic Fever with Renal Syndrome in Beijing, China","As only few cases each year, the distribution of hemorrhagic fever with renal syndrome (HFRS) had thought to be sporadic using the traditional statistical method. The cases reported between 2007 and 2012 through notifiable disease system were analyzed using SaTScan software. The spatial, temporal and space-time distribution of HFRS cases and clusters of high risk at township level was explored. The clusters in northern remote suburb, south of central urban and northern urban fringe were identified. When clusters were found, we could find evidence of risk factors easily and provide proper prevention methods ultimately. The cluster methods may have wider applications in the diseases with few cases.","","Dou X,Jiang Y,Lin C,Tian L,Wang X,Qian K,Zhang X,Li X,Lyu Y,Sun Y,Guan Z,Li S,Wang Q","","2013","33–40","10.1007/978-3-642-39844-5_6","https://doi-org.proxy.bnl.lu/10.1007/978-3-642-39844-5_6;http://dx.doi.org/10.1007/978-3-642-39844-5_6","Conference Paper"
"Spatio-Temporal Factor Analysis of Characterizing Mass Protest Events Using Taxi Trajectory in Seoul, Korea","Recently from October, 2016 until April, 2017 in Seoul, South Korea, a series of protests have occurred on almost every Saturdays, where crowds estimated from 50,000 to 2.3 million have gathered in streets around palatial Gwanghwamun Square due to a political scandal of former president Park Geun-hye. In total, nearly 16.5 million crowds have attended to these events by holding candles aloft with wishes for an immediate resignation of the former president. With respect to these consecutive events in South Korea, we present a research with a goal of finding spatiotemporally the most influential factors for the characterization of event size (i.e. the number of participants) by using Seoul taxi trajectory data. For this objective, an analysis was conducted that finds the optimal combination of variables which maximizes dissimilarity measures among event size categories by utilizing Dunn's Index (DI) as an evaluation function, for which Genetic Algorithm (GA) was used due to combinatorial computation complexity of the optimization problem. As a result, the most governing regions and time bins with respect to three taxi statuses: drop off, pick up, passing with and without passenger were found for event size categories. Based on the analysis, we could come up with a reverse engineering approach which can find a list of influential factors of taxi trajectory data for characterizing event size. The influential factors could be used for traffic control and transit service plans for city administrators. The proposed approach can be applied to any other set of given clusters having many variables that requires huge amount of combinations to pick governing factors for such characterization problems.","","Ma JW,Ju S,Nguyen HM,Yun SB,Yoon S,Heo J","","2017","","10.1145/3148044.3148050","https://doi-org.proxy.bnl.lu/10.1145/3148044.3148050;http://dx.doi.org/10.1145/3148044.3148050","Conference Paper"
"Specification-Based Intrusion Detection System for WiBro","WiBro (Wireless Broadband), the service based on the IEEE 802.16e (mobile WiMAX) standard, is a wireless broadband Internet technology developed by the South Korean telecommunications industry. In this paper, we analyze security vulnerabilities of the WiBro standard, focusing on the initial authentication phase and propose a specification-based intrusion detection system that can detect those vulnerabilities. We first derive specifications from the normal operational process of the initial authentication based on PKMv2 EAP-AKA and formalize the derived specifications as a state transition diagram. The proposed system executes the intrusion detection based on those specifications and the state transition diagram. In this paper, to verify the detection capability of the proposed system, we construct an experimental network and execute scenario-based tests.","","Lee Y,Yoo SG,Kim J,Lee S","","2011","445–455","","","Conference Paper"
"Strategic Exploring of Emerging Services by Visualization of Technology-Service Association for Technology-Based Service Providers","As the technical progress has been saturated, the convergence of technologies or the fusion of technologies has changed the business circumstances of technology-based service providers whose goal is the delivery of technically advanced services. It is required to explore potential technology-based service markets with the technology exploitation. Because of characteristics of the technology-based services, it should be examined from two viewpoints such as technology-push and customer-pull. For exploring a whole landscape for potential service markets based on the technology, we use visualization as an aid to connect technologies and services. Our visualization method enables to understand positions of emerging technologies and services, evaluate the marketability of services, and identify the opportunities or risks of the future service markets strategies. And we applied our method for the service portfolio management of a network service provider in South Korea.","","Pyon CU,Park SC","","2010","4301–4312","10.1016/j.eswa.2009.11.070","https://doi-org.proxy.bnl.lu/10.1016/j.eswa.2009.11.070;http://dx.doi.org/10.1016/j.eswa.2009.11.070","Journal Article"
"The Application of Optimal Control Theory in Stabilizing Mine Grid","In order to make system as possible as near target value in given time according to requisite control effect,....ontrol function can be selected based on the principle of optimal control in this paper. According to maximum principle of Hamilton function, required optimal control can be obtained from the solution of the nonlinear differential equation. Reason stabilization running on interior area power grid of mining office of steady running mechanism was researched using this optimal control, and dynamic characters of the whole mining office power grid analyzed. Applying optimal control theory, steady measure can be carried into execution together in south and north grid so as to prevent the change of system from the load disturbance effectively. Finally, the example as improvement of the power grid of interior mining office illustrates that the stability of power grid is both to guarantee the security production of mine and to increase economic benefits.","","Gao X,Yang G","","2006","533–536","10.1109/ICICIC.2006.165","https://doi-org.proxy.bnl.lu/10.1109/ICICIC.2006.165;http://dx.doi.org/10.1109/ICICIC.2006.165","Conference Paper"
"The Early International Activities in the Arpanet, Its Mutation into the Internet, and Some Further Regional Extensions","This talk will consider some of the activities involved in setting up the International Internet and its precursors. It will consider later efforts in promoting the technology in regions that it had not reached earlier. There will be consideration not only the technical development, but also the political climate which either encouraged or prevented its take-up. Moreover, the importance of personal networks at many stages of the story will be highlighted. I will consider why the first Arpanet service node was sited at UCL, how it grew to provide an international heterogeneous interconnection service until the late '80s, and how this differed from other European developments. This will include the governance put in place, the role of the Open Systems Interconnection rise and fall in Europe, and the growth of multi- agency support on both sides of the Atlantic. In parallel with the development of a UK-US service, an International Collaboration Board (ICB) was formed that fostered unclassified collaborations between certain European and American NATO defence departments. While the ICB was not very significant technically, how its success initiated broader US-European Internet extension will be described. Our emphasis on application services to the '90s will be outlined - message, directory, security and multimedia conferencing. Finally we will treat briefly the start of international networking in India around 1990, and the bringing the academics of Central Asia and the Caucasus into the Internet community.","","Kirstein PT","","2018","573–574","10.1145/3241539.3241588","https://doi-org.proxy.bnl.lu/10.1145/3241539.3241588;http://dx.doi.org/10.1145/3241539.3241588","Conference Paper"
"The Effects of Ubiquitous Healthcare Service on the South Korean Economy: Using Input---Output Analysis","Due to the rapid market penetration of smartphones and the development of context-aware ubiquitous healthcare services, the demand for ubiquitous healthcare service--to monitor patients' longitudinal health data continuously and cope with emergency situations--has rapidly increased. Recent developments have suggested that researchers need to provide policy-makers with accessible and reliable information regarding the role of ubiquitous healthcare services. The objective of this study is to investigate the impact of ubiquitous healthcare services on the South Korean economy, using a static input---output approach. We address topics relating to the input---output model, such as the demand-driven model and inter-linkage effects, and the components inherent in an unconventional input---output model, such as the supply-driven model and the Leontief price model. The results indicate that the ubiquitous healthcare industry as a final primary production sector has strong production-inducing effects, weak price ripple effects, and marginal backward and forward linkage effects. It is also found that the industry is closely related to the electric and electronic device sector and the precision machinery sector. This is largely attributable to the convergence characteristics of industries that use wireless telecommunications, as well as those of the medical and measurement device and medical service sectors.","","Kim YJ,Kim CY,Shin YJ","","2017","1149–1160","10.1007/s10796-016-9640-3","https://doi-org.proxy.bnl.lu/10.1007/s10796-016-9640-3;http://dx.doi.org/10.1007/s10796-016-9640-3","Journal Article"
"The European Community and Information Technology","The world has watched Eastern Europe erupt into such political turmoil that historians are expected to call this period the Revolutions of 1989. Economic evolution was also underway as the Continent progressed toward a single European market. The goal—a market without national borders or barriers to the movement of goods, services, capital and people—was first outlined over 30 years ago by the 12 countries which became members of the Common Market. In the mid 1980s, the effort was renewed when these same countries approved an ambitious plan outlining hundreds of legislative directives and policies that would harmonize and re-regulate those of the member states. The measures are drafted by the European Commission, voted on by the Council of Ministers, amended if necessary, and then assigned budgets by the Parliament. They include competition law, labor law, product regulation and standardization, taxation and subsidies, and quota and tariff guidelines. In 1987, the Single European Act created a timetable for the passage of legislation with a formal deadline for the removal of barriers by December 31, 1992, hence the term Europe '92 (EC '92). But many have described EC '92 as a process that will continue throughout the 1990s. The ouster of communist leaderships throughout Eastern Europe, however, has raised unexpected questions about the participation of the Eastern countries, and this could alter or delay the process.Nevertheless, the changes have begun and are taking place during the Information Revolution. It is therefore natural to ask what impact EC '92 will have on the computer industry. Inevitably, several of the directives and policies relate primarily, and many secondarily, to information technology. Table 2 lists the policies in effect and those being proposed. In the following pages, Communications presents several points of view regarding the impact of EC '92 on the information technology market in Europe.As of July 1988, the European information systems market was estimated at $90 billion by Datamation magazine and is expected by many to be the fastest growing market this decade. But during the last ten years, European-based computer companies have had difficulty keeping pace with American and Japanese firms. In 1988, European companies managed only a 20 percent market share on their own turf, according to market researcher International Data Corporation. Not much had changed since 1982 when their market share was 21 percent. As reported in the Wall Street Journal last January, European computer companies have been hindered by lack of economies of scale, narrow focus on national markets, and difficulty in keeping pace with Japanese and IJ.S. product innovations. But the occasion for the Journal article was the news that Germany's Siemens AG was merging with the ailing Nixdorf Computer AG. The result would possibly be the largest computer company based in Europe, and the sixth or seventh largest in the world. And in October of 1989, France's Groupe Bull announced the purchase of Zenith Electronics Corporation's personal computer unit. Bull claimed that it would become the sixth largest information service company in the world. Such restructurings have been predicted with the approach of EC '92, as corporate strategies would begin to take into account directives and trade rules regarding the computer and telecommunications industries. Smaller European and American computer companies are anticipating battle with giants like IBM and DEC, which have long-established European divisions or subsidiaries. IBM has been the leader in mainframes, minicomputers, and personal computers, but it is expected that all computer companies, European-based or not, will face greater competition in Europe.The Netherlands' NV Philips, the largest European semiconductor and consumer electronics company, says it has been preparing for EC '92 since the 1970s. And North American Philips Chairman Gerrit Jeelof has claimed company credit for initiating the 1987 European Act. In a speech delivered at a Business Week and Foreign Policy Association Seminar last May, Jeelof said that while American companies had forsaken consumer electronics, Philips and France's Thompson have held their own against the Japanese. But he indicated that American dominance of the European semiconductor market was a major impetus for EC '92. Jeelof said: . . . because of the lack of European strength in the field of computers, the integrated circuits business in Europe is dominated by Americans. Europe consumes about 34 percent of all ICs in the world and only 18 percent are made in Europe by European companies. The rest are made by American companies or are imported. It is not a surprise then that in 1984 we at Philips took the initiative to stimulate a more unified European market. At the time, we called it Europe 1990. Brussels thought that 1990 was a bit too early and made it 1992. But it has been the electronics industry in Europe together with other major companies, that have been pushing for Europe 1992. Why did we want it? We wanted a more homogeneous total market in Europe and, based on that, we wanted to become more competitive. The process is on its way and obviously we see some reactions. If you take action, you get reaction.One reaction has been concern on the part of non-European companies and their governments that the EC is creating a protectionist environment, a “Fortress Europe.” As walls between nations are coming down, some fear that other more impenetrable ones are going up on the Continent's edges. Jeelof argues against this perception in another speech, “Europe 1992—Fraternity or Fortress,” reprinted in this issue in its entirety.Communications also presents an analysis of several trade rules relating to semi-conductors in “The Semiconductor Market in the European Community: Implications of Recent Rules and Regulations,” by Roger Chiarodo and Judee Mussehl, both analysts in the Department of Commerce Office of Microelectronics and Instruments. The authors outline the consequences of Europe's Rules of Origin, anti-dumping measures that are supposed to prevent companies from using assembly operations in an importing country to circumvent duty on imported products. In the United States, if the difference between the value of parts or components from the dumping country and the value of the final product is small, then duty will be placed on those parts or components used in U.S. assembly operations. By contrast, the EC rule says that if the value of parts or components exceeds 60 percent of the value of all parts and materials, then duty will be placed on those parts and materials upon assembly in Europe. Since 1968, origin was also determined according to “the last substantial process or operation” resulting in the manufacture of a new product. In the case of printed circuit boards, some countries interpreted this as assembly and testing, while others thought it meant diffusion. In 1982, the EC began harmonizing these interpretations, and as of 1989, the last substantial operation was considered diffusion: the selective introduction of chemical dopants on a semiconductor substrate. As a result, American and Japanese semi-conductor manufacturers have spent millions building foundries on European soil. To reveal the Japanese interpretation of such changes, Japanese Commerce Minister Eiichi Ono, with the Japanese Embassy in Washington, DC, expresses his country's impressions of EC '92 in this issue. In his speech, “Japan's View of EC '92,” delivered at an Armed Forces Communications and Electronics Association (AFCEA) conference on Europe '92, Ono states that while the EC's intentions might not be protectionist, they could become so upon implementation. His discussion focuses on semi-conductors and technology transfer issues.Although not a formal directive, in July 1988, the European Council decided to promote an internal information services market (the last “L” document in Table 2). To present the reasoning and objectives behind this initiative, we reprint the Communication from the Commission to the Council of Ministers, “The Establishment at Community Level of a Policy and a Plan of Priority Actions for the Development of an Information Services Market,” and the resulting July 1988 “Council Decision” itself. Funds allocated for 1989 and 1990 are approximately $36 million, $23 million of which was slated for a pilot/demonstration program called IMPACT, for Information Market Policy Actions. This may seem a pittance in comparison to the programs of other governments, but this Decision and other EC legislation are the first steps toward an EC industrial policy. Recognizing that Europe's non-profit organizations and the public sector play a very important role in providing database services, in contrast to the U.S. where the private sector is now seeding the production of such database services, IMPACT has prepared guidelines to help the public sector cooperate with the private sector in marketing information. These guidelines would also allow private information providers to use public data and add value to it to create commercial products. IMPACT is providing incentives to accelerate innovative services for users by paying 25 percent of a project's cost. After the first call for proposals, 16 of 167 projects proposed by teams composed of 300 organizations were funded. American-based companies can apply for funds if they are registered in Europe. Unlike the U.S., the EC allows registration regardless of who owns a company's capital. Projects funded are to develop databases that would be accessible to all members of the Community either on CD-ROM or eventually on a digital network, an ISDN for all Europe, as planned by the fifth recommendation listed in Table 2. One project in the works is a library of pharmaceutical patents on CD-ROM that will enable users to locate digitized documents. Users will also have direct access to on-line hosts for all kinds of patents. A tourism information database and a multi-media image bank of atlases are other pilot projects chosen, and another project will provide information on standards. Eventually, audiotext might be used to retrieve data by telephone instead of a computer terminal. When the initial projects have been completed, the Commission will inform the market place about the results of the implementation. Plans for a five-year follow-up program, IMPACT-2 are also under discussion.These projects depend to some extent on the implementation and passage of directives or the success of larger and better funded projects. On-line access to databases depends on the recommendation for an ISDN as well as on the standardization directive for information technology and telecommunications. The certification, quality assurance, and conformity assessment issues involved in that directive are too numerous and important to just touch on here and will be covered in a later issue of Communications. To make these databases accessible not only technically, but also linguistically, the EC has funded two automatic language translation projects called Systran and Eurotra. Systran is also the name of the American company in La Jolla, CA, known for its pioneering work in translation. In conjunction with the EC, Systran Translation Systems, Inc., has completed a translation system for 24 language pairs (English—French, French—English, for example, are two language pairs) for the translation of IMPACT- funded databases. The system resides on an EC mainframe; there will be on-line access by subscription; and it will also be available on IBM PS/2s modified to run VMS DOS. It is already on France's widespread Minitel videotext network.As this practical, market-oriented approach to technology implementation is beginning, Europe's cooperative research effort, ESPRIT, is also starting to transfer its results. Last year, the second phase, ESPRIT II, set up a special office for technology transfer. Its mission is to ensure the exploitation, for the benefit of European industry, of the fruits of the $1.5 billion ESPRIT I program that began in 1984, as well as the current $3.2 billion program (funding through 1992). The EC contributes half of the total cost, which is matched by consortia comprised of university and industry researchers from more than one country. About 40 percent of ESPRIT II's funds will be devoted to computer related-technologies.Every November, ESPRIT holds a week-long conference. Last year for the first time it devoted a day to technology transfer. Several successful technology transfers have occurred either from one member of the program to another or out of the program to a member of industry that had not participated in the research. An electronic scanner that detects and eradicates faults on chips, for example, was developed by a consortium and the patents licensed by a small company. This automatic design validation scanner was co-developed by CSELT, Italy, British Telecom, CNET, another telecom company in France, IMAG, France, and Trinity College, Dublin. The company that will bring it to market is ICT, Gmbh, a relatively small German company. It seems that in Europe, as in the United States, small companies and spin-offs like those found in the Silicon Valley here, are better at running quickly with innovative ideas, says an EC administrator.Another technology transfer success is the Supernode computer. This hardware and software parallel processing project resulted in an unexpected product from transputer research. The Royal Signal Radar Establishment, Inmos, Telmat, and Thorn EMI, all of the UK, APTOR of France, and South Hampton University and the University of Grenoble, all participated in the research and now Inmos has put the product on the market.Three companies and two universities participated in developing the Dragon Project (for Distribution and Reusability of ADA Real-time Applications through Graceful On-line Operations). This was an effort to provide effective support for software reuse in real-time for distributed and dynamically reconfigurable systems. The researchers say they have resolved the problems of distribution in real-time performance and are developing a library and classification scheme now. One of the companies, TXT, in Milan, will bring it to market.Several other software projects are also ready for market. One is Meteor, which is aimed at integrating a formal approach to industrial software development, particularly in telecommunications. The participants have defined several languages, called ASF, COLD, ERAE, PLUSS, and PSF for requirements engineering and algebraic methods. Another project is QUICK, the design and experimentation of a knowledge-based system development tool kit for real-time process control applications. The tool kit consists of a general system architecture, a set of building modules, support tools for construction, and knowledge-based system analysis of design methodology. The tool kit will also contain a rule-based component based on fuzzy logic. During the next two years, more attention and funds will be indirectly devoted to technology transfer, and the intention to transfer is also likely to be one of the guides in evaluating project proposals.Some industry experts maintain that high technology and the flow of information made the upheaval in Eastern Europe inevitable. Leonard R. Sussman, author of Power, the Press, and the Technology of Freedom: The Coming Age of ISDN (Freedom House, 1990), predicted that technology and globally linked networks would result in the breakdown of censorious and suppressive political systems. He says the massive underground information flow due to books, copiers, software, hardware, and fax machines, in Poland for example, indicates that technology can mobilize society. Knowing that computers are essential to an industrial society, he says, Gorbachev faced a dilemma as decentralized computers loosened the government's control over the people running them. Glasnost evolved out of that dilemma, says Sussman.Last fall, a general draft trade and economic cooperation accord was signed by the European Commission and the Soviet Union. And both American and Western European business interests are calling for the Coordinating Committee on Multilateral Export Controls (COCOM) to relax high technology export rules to the Eastern Bloc and the Soviet Union. The passage of that proposal could allow huge computer and telecommunications markets to open up. And perhaps the Revolutions of 1989 will reveal themselves to have been revolutions in communication and the flow of information due in part to high technology and the hunger for it.","","Frenkel KA","","1990","404–410","10.1145/77556.77557","https://doi-org.proxy.bnl.lu/10.1145/77556.77557;http://dx.doi.org/10.1145/77556.77557","Journal Article"
"The Mobility Service Packs of the European Space Agency (Invited Talk)","ESA's highly mobile ""road warriors"" require ubiquitous and secure connectivity to ESA premises and information from any civilized location, but also reaching out to the Equatorial jungles and to the Asian steppes. The ESA Mobility pack services have been developed to allow such connectivity in scenarios ranging from those where Internet access is provided directly by the host organization, to those where the only available connection is a telephone line (wired or wireless).","","Zatti S","","2005","563–564","10.1109/WOWMOM.2005.102","https://doi-org.proxy.bnl.lu/10.1109/WOWMOM.2005.102;http://dx.doi.org/10.1109/WOWMOM.2005.102","Conference Paper"
"The Smoothing Effect of the ANOVA Decomposition","We show that the lower-order terms in the ANOVA decomposition of a function f(x)@?max(@f(x),0) for x@?[0,1]^d, with @f a smooth function, may be smoother than f itself. Specifically, f in general belongs only to W""d"","" ^1, i.e., f has one essentially bounded derivative with respect to any component of x, whereas, for each u@?1,...,d, the ANOVA term f""u (which depends only on the variables x""j with j@?u) belongs to W""d"","" ^1^+^@t, where @t is the number of indices k@?1,...,d@?u for which @?@f/@?x""k is never zero. As an application, we consider the integrand arising from pricing an arithmetic Asian option on a single stock with d time intervals. After transformation of the integral to the unit cube and also employing a boundary truncation strategy, we show that for both the standard and the Brownian bridge constructions of the paths, the ANOVA terms that depend on (d+1)/2 or fewer variables all have essentially bounded mixed first derivatives; similar but slightly weaker results hold for the principal components construction. This may explain why quasi-Monte Carlo and sparse grid approximations of option pricing integrals often exhibit nearly first order convergence, in spite of lacking the smoothness required by the conventional theories.","","Griebel M,Kuo FY,Sloan IH","","2010","523–551","10.1016/j.jco.2010.04.003","https://doi-org.proxy.bnl.lu/10.1016/j.jco.2010.04.003;http://dx.doi.org/10.1016/j.jco.2010.04.003","Journal Article"
"Towards Designing Secure Online Games","The multiplayer gaming industry has become very successful in Asia. With the growth of online gaming, there has been an amazing growth in online gamingrelated crime, especially in Massively Multiplayer Online Role-Playing Games (MMORPGs) [1]. In Taiwan, more than 37% of criminal cases relate to online gaming crime with most offenders in the age range of 15-20 years [5]. Most of these crimes can be attributed to the fact that these online games were not designed to be secure. This paper applies a design for security approach to MMORPGs and then examines what crimes could have been avoided if the games were designed to be secure from the beginning. The approach also uncovers some potential new threats and gives countermeasures for them.","","Yee G,Korba L,Song R,Chen YC","","2006","44–48","10.1109/AINA.2006.333","https://doi-org.proxy.bnl.lu/10.1109/AINA.2006.333;http://dx.doi.org/10.1109/AINA.2006.333","Conference Paper"
"Towards Improving the Accuracy of Telugu OCR Systems","Design of a high accuracy OCR system is a challenging task as the system performance is affected by its component modules. Each module has its own impact on the overall accuracy of the OCR system. An improvement in a module reflects upon overall system performance. In the present work, we have developed an OCR system for Telugu. Our experiments on a corpus of about 1000 images has shown that the system performance is degraded due to broken characters caused by the binarization module as well as due to improper character segmentation. Therefore, we address the issues of handling broken characters and poor segmentation. A novel approach which is based on feedback from the distance measure used by the classifier is proposed to handle broken characters. For character segmentation, our proposed approach exploits the orthographic properties of Telugu script. As a result, significant improvement is obtained in the performance of the system. These algorithms are generic and may be applicable to other Indian scripts, especially to south Indian scripts. In our experiments, an end-to-end system performance is evaluated which is not reported in the literature.","","Kumar PP,Bhagvati C,Negi A,Agarwal A,Deekshatulu BL","","2011","910–914","10.1109/ICDAR.2011.185","https://doi-org.proxy.bnl.lu/10.1109/ICDAR.2011.185;http://dx.doi.org/10.1109/ICDAR.2011.185","Conference Paper"
"Towards a Modular Brain-Machine Interface for Intelligent Vehicle Systems Control – A CARLA Demonstration","Objective: Individuals with paralysis often have mobility and dexterity impairments that limit their ability to operate motor vehicle controls. Integrating brain-machine interface (BMI) neurotechnology with vehicle control systems (VCS) provides a novel solution to this problem. In this proof-of-concept study, we show that an intracortical BMI developed to restore voluntary grasp can be repurposed to decode motor intention for vehicle velocity and steering control. Methods: The BMI-VCS consists of four components: 1) implanted motor cortex microelectrode array and NeuroPort data acquisition system, 2) machine learning workstation, 3) Python interface to generate control signals, and 4) vehicle control system. Results: Direct cortical steering and velocity control were achieved through accurate decoding of movement intention (supination, pronation, hand open, hand close) from the participant’s motor cortex, translating intention into vehicle commands (turn right, turn left, accelerate, decelerate, respectively), and dynamically switching between commands to turn corners, start and stop, shift from forward to reverse, and parallel park. Conclusion: By translating BMI decoder outputs into high-level vehicle commands, a participant with tetraparesis from C5 ASIA A spinal cord injury successfully navigated CARLA driving simulator courses in real time. These decoder outputs could also be used offline for shared control of a scale model car. Significance: High-level, shared vehicle control with BMI-VCS offers an innovative way to return independent driving abilities to those with disability. BMI systems that can control multiple end-effectors may be particularly useful to those with paralysis.","","Dunlap C,Franklin R,Gerhardt M,Ravindran A,Hassani A,Filev D,Solzbacher F,Bockbrader M,Bird L,Burkhart I,Eipel K,Colachis S,Annetta N,Ganzer P,Sharma G,Friedenberg D","","2019","277–284","10.1109/SMC.2019.8914317","https://doi-org.proxy.bnl.lu/10.1109/SMC.2019.8914317;http://dx.doi.org/10.1109/SMC.2019.8914317","Conference Paper"
"Understanding MNEs' Decline in the Adoption of Locally Developed Technology Standard in China","Asian countries are becoming more and more active in participating technology standard development. In this paper we study the impact of this change on multinational enterprises (MNEs) using the case of TD-SCDMA, an international technology standard of 3G mobile communications. During the development of this technology standard, MNEs' market share dropped dramatically. A major contribution of this study is analyzing the underlying mechanism governing MNEs' interpreting TD-SCDMA as a threat rather than an opportunity by integrating two streams of literature. We also discuss the possible strategies for MNEs to maintain their market leadership position when local firms are able to lead international technology standard development. Asian countries such as Korea and China are becoming more and more active in participating technology standard development.An under-researched area is the impact of the development of home grown technology standards from Asian countries on MNEs.With the official adoption of TD-SCDMA in 2009, MNEs market share declined significantly.MNEs have to re-conceptualize and re-position themselves when host countries are able to develop technology standards.","","Gao X,Gerst M,Sun R","","2014","878–889","10.1016/j.telpol.2014.09.008","https://doi-org.proxy.bnl.lu/10.1016/j.telpol.2014.09.008;http://dx.doi.org/10.1016/j.telpol.2014.09.008","Journal Article"
"Usably Secure, Low-Cost Authentication for Mobile Banking","This paper explores user authentication schemes for banking systems implemented over mobile phone networks in the developing world. We analyze an authentication scheme currently deployed by an Indian mobile banking service provider which uses a combination of PINs and printed codebooks for authenticating users. As a first step, we report security weaknesses in that scheme and show that it is susceptible to easy and efficient PIN recovery attacks. We then propose a new scheme which offers better secrecy of PINs, while still maintaining the simplicity and scalability advantages of the original scheme. Finally, we investigate the usability of the two schemes with a sample of 34 current and potential customers of the banking system. Our findings suggest that the new scheme is more efficient, less susceptible to human error and better preferred by the target consumers.","","Panjwani S,Cutrell E","","2010","","10.1145/1837110.1837116","https://doi-org.proxy.bnl.lu/10.1145/1837110.1837116;http://dx.doi.org/10.1145/1837110.1837116","Conference Paper"
"Using Educational Technology to Implement Sheltered Instruction Observation Protocol® for Asian Business/Computer Students","President Lee Myung-Bak's initiative regarding Korean schools teaching all subjects in English by 2010 may have been temporarily hamstrung by, among others, Korean teachers fearful for their job security, but ultimately this goal will prove to be not only a boon to but also inevitable for the country's continued economic growth. Currently, most college/university teachers and students alike in Korea are admittedly unprepared for an efficacious combination of content (e.g., computer science) and language (i.e., English) instruction. Researchers at a renowned ""vocational college"" near Seoul believe they have the solution to this problem: using educational technology to implement a customized version of Sheltered Instruction Observation Protocol (SIOP®), a methodology widely used to teach subject content in English to speakers of other languages. Although SIOP® is not necessarily by design dependent on educational technology utilization, techniques involving hardware/software applications are recommended for several reasons, just one of them being cost effectiveness. SIOP®'s eight major components are used as a structure for identifying both the most pressing problems and promising solutions. The majority, if not all, of these findings should, via extrapolation and especially customization, be useful to Asian and indeed all schools facing similar difficulties regarding Business/Technology Teaching In English (BTTIE).","","Deeds DW,Lee Y","","2008","941–947","10.1109/ICCIT.2008.16","https://doi-org.proxy.bnl.lu/10.1109/ICCIT.2008.16;http://dx.doi.org/10.1109/ICCIT.2008.16","Conference Paper"
"Using Multi Criteria Decision Making Technology to Evaluate Industry Competitive Ability among Taiwan, South Korea and China","Industry competitive ability is the abstract concept for evaluating the overall performance of enterprises in special industrial. It is important to evaluate industry competitive ability of each region in order to let government understand the strong and weakness of their industries. The goal of this research is to evaluate and analyze smart phone industry competitive ability among Taiwan, South Korea and China by using multi criteria decision making method. In aspect of criteria evaluation, we use maximum deviation method, In aspect of alternative evaluation, TODIM is applied in this research. According to the analyzing result, it can be found that the smart phone industry competitive ability of Taiwan and South Korea has been gradually fall behind by China.","","Su CM","","2018","145–148","10.1145/3278252.3278284","https://doi-org.proxy.bnl.lu/10.1145/3278252.3278284;http://dx.doi.org/10.1145/3278252.3278284","Conference Paper"
"Using Smart Cards in Electronic Commerce","Smart cards have been in use for over two decades mainly for storing small amount of money. People carried them to pay for telephone calls, transport ation, photocopying in libraries and alike. These cards become very popular in Europe and Asia. Recently, the use of smart cards expanded considerably. For example, in several countries smart cards are used as identification cards which include information ranging from health status and insurance and to retirement benefits. The latest development in smart cards technology is its Internet related applications, which are mostly related to the support of payment systems and security.","","Mcelroy D,Turban E","","1998","61–72","10.1016/S0268-4012(97)00040-6","https://doi-org.proxy.bnl.lu/10.1016/S0268-4012(97)00040-6;http://dx.doi.org/10.1016/S0268-4012(97)00040-6","Journal Article"
