"Document Title","Abstract","Chosen","Authors","Author Affiliations","Publication Year","Page","DOI","Link","Content type"
"Comparative Risk Analysis of Development of the Lignite Basins in Serbian Part of the Danube Region","The paper gives an overview of the global business risks and risks in the mining development in the Kolubara and Kostolac lignite basins in the area of the Danube river in Serbia. An identification of main risks is undertaken by application of a comprehensive development framework approach, comparative analysis and Spider method. Risks in the development of mining are emphasized by global economic and financial crisis, as well as by the adoption of Kyoto Protocol regulations and mechanisms. The paper shows that the consideration and elimination of risk factors is important for the increase of competitiveness and energy efficiency in the lignite basins as an integral part of the efforts for achieving the sustainable development in the Serbian part of the Danube region.","","Zeković S,Maričić T","","2011","171–176","","","Conference Paper"
"Digital Educational Environment of a Modern University: Theory, Practice and Administration","The article reveals theoretical and practical aspects of the digital educational environment of a university. The main normative and legal documents of Ukraine regulating the informatization of the sphere of national education are determined. The experience of introduction of the system of electronic educational courses by the leading institutions of higher education of Ukraine is analysed; the concepts of “distance education”, “digital educational environment”, “educational management” are specified. It has been found that education is a social institution with its own laws, principles and regulations, so the ability to manage education is as important and difficult as finding the right vector for development of all mankind. The benefits of education transformation are listed: development of students’ self-determination, ability to concentrate on the most valuable teaching material; increase of mobility of personality, ability to adapt to the dynamic environment; ensuring cooperation with diverse audiences; creating an individualized educational trajectory of the student; comfortable learning environment. An attempt is made to identify the definition of “digital educational environment” as a set of relevant resources that is able to ensure the implementation of educational, scientific, international and managerial activities of higher educational institutions. It was established that higher educational institutions of Ukraine in the conditions of distance learning increase the capacity of the digital educational environment. The conditions and modern vectors of information educational development are considered, and the basic problems, needed to be resolved at the state level, are defined. Strengths (flexible schedule of educational tasks, provision of inclusiveness, control and evaluation of the results of educational activities, individual consultations in remote mode, etc.) and weaknesses revealed of the development of the digital educational environment (the delay in the creation of digital training courses, lack of information literacy of teachers, low level of integration of digital learning environment and teaching disciplines, etc.). Presented the model of digital education environment of the university from the position of organizational and administrative activity. Described four operational modules of the specified model: scientific and technical module (repository, open publication system, digitalization of the library fund); educational module (electronic management system of educational courses, online learning, control of students’ knowledge quality); administrative module (electronic document management, education environment management, digital archive, online questionnaires, operational process management, digital security systems, innovative activities in the education and information environment); informational module (official website of the institution of higher education, personal pages of teachers, 3D-courses, pages of the university in social networks). It is established that the level of compliance of all activities of the designated operational areas is an indicator of the successful functioning of the university under the conditions of digitalization of the educational environment.","","Vasyliuk TG,Lysokon IO,Shimko IM","","2022","161–168","10.1145/3526242.3526260","https://doi-org.proxy.bnl.lu/10.1145/3526242.3526260;http://dx.doi.org/10.1145/3526242.3526260","Conference Paper"
"CyberActivist: Tool for Raising Awareness on Privacy and Security of Social Media Use for Activists","Bosnia-Herzegovina (BH) and its entity Republika Srpska (RS) are among the most fragile democratic environments in Europe. In the first phase of our long-term participatory design case study, we engaged the some of the main activists in BH/RS, providing a structured picture of their practices in recent years, concrete needs and the various constraints under which they act. Our research highlighted importance and utilization of the social media for the activism in the region, but also problems such as limited budgets and know-how of the activists, intensive outsourcing practices, and a lack of awareness regarding data privacy and cyber security. Due to the perspective of BH/RS, the rising number of threats and impact incidents, and activist experiences from other unstable regions, we propose a more structured approach to privacy and security within activist circles and non-profit organizations. As the initial step in the second phase of our study, we offered a prototype of the free web application “CyberActivist” to BH/RS activists for user tests. Based on their qualitative feedback we defined the functional and non-functional requirements on further improvement of this privacy and security awareness tool. In the next phase, we will technically address their direct feedback, as well as design recommendations from relevant research and user experience literature. We also plan to propose design method improvements, design corresponding privacy and security trainings and to further internationalize the tool.","","Tadic B,Rohde M,Wulf V","","2018","498–510","10.1007/978-3-319-91521-0_36","https://doi-org.proxy.bnl.lu/10.1007/978-3-319-91521-0_36;http://dx.doi.org/10.1007/978-3-319-91521-0_36","Conference Paper"
"Home Area Network: A Security Perspective","This paper relates to establishing and analysing the need for home area network (HAN) security. There always exists the need to balance the security set up against the risk being mitigated. Many of the noncomputing savvy households pay very little attention to home network security. Previously, viruses and other malicious programs were the only threats envisaged. With the advent of broadband, wireless networking, and convergence of different communication technologies being adopted by HANs, these vulnerabilities have further increased. People like to think that private personal information theft, identity theft and credit card frauds will not affect them. This paper begins with a brief background to home area network security, discusses the current and future technology trends likely to impact HAN security. The authors cover why HAN security is crucial and go on to suggest application of security solutions in few of the typical home area network scenarios in New Zealand.","","Sathu H,Shukla R","","2007","85–90","","","Conference Paper"
"Cloudy with a Chance of Poaching: Adversary Behavior Modeling and Forecasting with Real-World Poaching Data","Wildlife conservation organizations task rangers to deter and capture wildlife poachers. Since rangers are responsible for patrolling vast areas, adversary behavior modeling can help more effectively direct future patrols. In this innovative application track paper, we present an adversary behavior modeling system, INTERCEPT (INTERpretable Classification Ensemble to Protect Threatened species), and provide the most extensive evaluation in the AI literature of one of the largest poaching datasets from Queen Elizabeth National Park (QENP) in Uganda, comparing INTERCEPT with its competitors; we also present results from a month-long test of INTERCEPT in the field. We present three major contributions. First, we present a paradigm shift in modeling and forecasting wildlife poacher behavior. Some of the latest work in the AI literature (and in Conservation) has relied on models similar to the Quantal Response model from Behavioral Game Theory for poacher behavior prediction. In contrast, INTERCEPT presents a behavior model based on an ensemble of decision trees (i) that more effectively predicts poacher attacks and (ii) that is more effectively interpretable and verifiable. We augment this model to account for spatial correlations and construct an ensemble of the best models, significantly improving performance. Second, we conduct an extensive evaluation on the QENP dataset, comparing 41 models in prediction performance over two years. Third, we present the results of deploying INTERCEPT for a one-month field test in QENP - a first for adversary behavior modeling applications in this domain. This field test has led to finding a poached elephant and more than a dozen snares (including a roll of elephant snares) before they were deployed, potentially saving the lives of multiple animals - including elephants.","","Kar D,Ford B,Gholami S,Fang F,Plumptre A,Tambe M,Driciru M,Wanyama F,Rwetsiba A,Nsubaga M,Mabonga J","","2017","159–167","","","Conference Paper"
"BCEAP - A Blockchain Embedded Academic Paradigm to Augment Legacy Education through Application","Education plays an important role in the economic and social progress of any community. Currently, the higher education system needs immense of enhancements for fulfilling essential needs of the productive and beneficial educational environment. The major challenges faced by the higher education system is the verification of student's data at the time of admission in the university. Current admission system requires a lot of time along with an excess of human resources. there is no mechanism for the authentication of degrees and educational certificates in Pakistan. In this paper, the proposed system based on blockchain technology. This system can validate and verify degree/certificates. The proposed system can verify and validate the student's educational record from respective educational stakeholders like HEC, PEC, IBCC. It allows students to apply for admission using the single platform at a few clicks. Using blockchain, this system is secure, tamper-resistant, time saving, efficient and reliable.","","Ghaffar A,Hussain M","","2019","","10.1145/3341325.3342036","https://doi-org.proxy.bnl.lu/10.1145/3341325.3342036;http://dx.doi.org/10.1145/3341325.3342036","Conference Paper"
"Quality Model for the Selection of Floss-Based Issue Tracking System","The complexity of the issue tracking systems (ITS) which meet the requirements of the Infrastructure Technology Information Library (ITIL) encumbers their selection. In addition, we have to consider some other variables, such as the wide range of tools, their functionality level and their costs. Regarding the cost of the ITS, nowadays the use of ITS based on Free/Libre Open Source Software (FLOSS) is an increasing trend. Therefore, the purpose of this article is to present a model to evaluate the quality characteristics of the FLOSS-ITS according to ITIL recommendations. This quality model is aimed at selecting the best of the available tools. The set of characteristics evaluated is presented based on the product perspective of the Software Quality Systemic Model (MOSCA). This perspective is inspired on the ISO/IEC 9126 standard and Dromey's quality model. Also it was applied to a case study -a venezuelan company-, which is willing to exploit and extend the capabilities of this type of tools to its customers. The case study allowed us to establish the FLOSS-ITS's quality requirements: functionality, reliability and usability. Lastly, validation of the model through its application to three FLOSS-ITS tools is presented.","","Raffoul E,Domínguez K,Pérez M,Mendoza LE,Grimán AC","","2008","43–49","","","Conference Paper"
"A Dynamic Graph-Based Cluster Ensemble Approach to Detect Security Attacks in Surveillance Network","Wireless sensor networks (WSNs) are underlying network infrastructure for a variety of mission-critical surveillance applications. The network should be tolerant of unexpected failures of sensor nodes to meet the Quality of Service (QoS) requirements of these applications. One major cause of failure is active security attacks such as Denial of Service (DoS) attacks. This paper models the problem of detecting such attacks as an anomaly detection problem in a dynamic graph. The problem is addressed by employing a voting based cluster ensemble approach called the K-Means Spectral and Hierarchical ensemble (KSH) approach. The experimental result shows that KSH detected DoS attacks with better accuracy when compared to baseline approaches. sectionIntroduction and Motivation WSNs play a vital role in a variety of mission-critical surveillance applications, such as military surveillance. These applications demand different QoS, such as energy efficiency, coverage, and connectivity from the underlying network. To meet these QoS requirements, WSNs should be tolerant of sensor node failures. Active security attacks such as DoS attacks are one major cause of such failures. The famous Maroochy water treatment and Ukrainian power grid attacks are good instances of active security attacks over wireless sensor networks. Active security attacks are more dangerous in terms of severity it creates in the network. For instance, such an attack on WSNs deployed for military surveillance applications can lead to physical intrusions to happen without being undetected.","","Thomas D","","2021","194–195","","","Conference Paper"
"Dengue Spread Information System (DSIS)","Mosquitoes are responsible for transfer of many vector-borne diseases including Malaria, Zika and Dengue. These amount to 17% of the total infectious diseases across the globe, leading to a death toll approximately 700,000 annually.Dengue is a preventable viral infection transmitted by Aedes mosquitoes. However, over the past 50 years, the number of dengue cases has increased by a whopping 30-fold. Every year an approximately 500,000 people are admitted with severe dengue, with an estimated 40,000 deaths. In several countries in south American continent and Asia, dengue is one of the leading causes of death. It is mainly found in tropical and sub-tropical regions, particularly surrounding urban and semi-urban areas. Historically, there has been an intensive increase in the number of dengue cases from 2000-2010 and, if adequately explored, essential information can be retrieved.Our work involves the development of the Dengue Spread Information System (DSIS), a geographic-health information system designed to highlight the spread of dengue cases in Iquitos, Peru, and San Juan, Puerto Rico from 1990 to 2013. The application is aimed at citizens, travelers, policymakers and researchers to analyze and interpret the change in risk factors leading to dengue outbreaks and develop essential early warning applications and policies to counter future dengue outbreaks.","","Bhanot K,Schroeder D,Llewellyn I,Luczak N,Munasinghe T","","2020","150–159","10.1145/3418094.3418133","https://doi-org.proxy.bnl.lu/10.1145/3418094.3418133;http://dx.doi.org/10.1145/3418094.3418133","Conference Paper"
"Design Thinking for the Construction of Technological Solutions in a Science Course in a Virtual Environment","The trend of curricular reforms in recent years has been to promote the scientific learning of students, the Peruvian curriculum, through the curricular area of ​​Science and Technology, poses as one of the skills that must be developed in students is the so-called “Design and build technological solutions to solve problems in your environment”, whose products are evaluated at an institutional level for the Eureka Science and Technology Fair contest, however many of these need to be strengthened with aspects of creativity at the design level of the technologies, therefore, we set as an objective, to implement Design Thinking to develop competence in the design and construction of technological solutions to solve problems in their environment in female secondary school students in the Science and Technology course, during remote classes. Applying the intervention based on design thinking from the IDEO proposal, considering functional creativity and various cognitive scaffolds developed in electronic learning, the results were favorable, achieving significant differences in the evaluation scores obtained before and after in the first and second phase of the execution of the intervention achieving a Level of significance = 1%, the students were able to identify an alternative technological solution to the problem presented, design the alternative technological solution, implement it and go through the validation process to comply with the specifications of design and operation and evaluates and communicates the operation and impacts of its technological solution alternative.","","Arbulú Pérez Vargas CG,Gómez Fuertes A,Reyes Pérez MD,Espino Carrasco DK,Rojas Palacios LE","","2022","3–13","10.1007/978-3-031-05675-8_1","https://doi-org.proxy.bnl.lu/10.1007/978-3-031-05675-8_1;http://dx.doi.org/10.1007/978-3-031-05675-8_1","Conference Paper"
"MotionTalk: Personalized Home Rehabilitation System for Assisting Patients with Impaired Mobility","Physical injury, stroke, trauma, traumatic brain injury and spinal cord injury rank among the top causes of disability. There are a total of 54 million people in the US requiring rehabilitative assistance of which 15.3 million people are in the age groups of 18-44. However, the compliance rate for patients performing rehabilitation exercises in the home environment is poor. In this paper, we design and prototype a personalized home rehabilitation system, MotionTalk, for the real time quantitative assessment of mobility. Performance of rehabilitation is designed to be assessed using the changes in mobility, reflected in the exercises performed by patients at home with respect to the same exercises performed in the clinic. Our system is capable of capturing motion using Microsoft Kinect and analyzing the position and rotation information to give scores for assessing rehabilitation progress. In comparison to conventional rehabilitation systems, MotionTalk is an inexpensive ($1000), less intrusive and personalized home rehabilitation system, which was developed and tested using data from able-bodied volunteers at Georgia Institute of Technology.","","Venugopalan J,Cheng CW,Wang MD","","2014","455–463","10.1145/2649387.2649430","https://doi-org.proxy.bnl.lu/10.1145/2649387.2649430;http://dx.doi.org/10.1145/2649387.2649430","Conference Paper"
"Evaluating a Mobile Tablet Project in Rural South Africa against Criteria to Comply with Being an Innovative Educational Ecosystem","The purpose of this paper is to evaluate a specific mobile technology rural schools project known as ICT4E in South Africa to determine if it complies to be regarded as an innovative educational ecosystem. The criteria that were used were sourced from the literature. The project was explained and why it is regarded as a rural school mobile tablet project in education. Some high-level results and lessons learnt from this project are also provided that was used to evaluate whether it can be regarded as an instantiation of an innovative educational ecosystem. The evaluation methodology was applied to do the evaluation. The main results were that based on the criteria and the findings from the ICT4E project it could be regarded as an instantiation of an innovative educational ecosystem as it complied to most of the criteria except for two where it only partially complied. The project was also seen as a good example of how a country's system of innovation can be supported from a socio-cultural context-specific perspective.","","Herselman M,Botha A,Maremi K","","2019","215–220","10.1145/3345120.3355422","https://doi-org.proxy.bnl.lu/10.1145/3345120.3355422;http://dx.doi.org/10.1145/3345120.3355422","Conference Paper"
"Adapting Motorbikes for Independent Use by People with Disability","In much of the world motorbikes are the dominant means of transportation. In the developing world motorbikes are often the only form of motorized transportation affordable to the majority of the population. Unfortunately this method of transportation has not been widely exploited anywhere in the world for use by people with severe mobility impairments, especially those who must use wheelchairs. To provide affordable transport for a wide range of mobility-impaired people I have developed an inexpensive sidecar adaptation for motorbikes, capable of transporting a wheelchair user (Figure 1). This adaptation is referred to as the SideScooter. The SideScooter can be operated independently with hand controls from the sidecar or from the motorbike seat, depending on the needs of the operator. Given the vast number of motorbikes in the world and the scarcity of independent transportation for wheelchair users this device has the potential to improve the quality of life for many disabled people in developing as well as the more affluent regions of the world.","","Owens J","","2009","","10.1145/1592700.1592704","https://doi-org.proxy.bnl.lu/10.1145/1592700.1592704;http://dx.doi.org/10.1145/1592700.1592704","Conference Paper"
"Blood Pressure Concerns: Findings from a Usability Study of Culturally Infused MHealth Design","High blood pressure BP (i.e., hypertension) is a chronic condition and risk factor for cardiovascular disease, stroke, and heart failure, occurring in populations across the globe. Currently, smart phones and applications are developing rapidly, and mobile health applications are being used to manage hypertension. The goal of this study was to understand the usability findings from an iterative cross-cultural mHealth application to identify the perceived usefulness among African migrant adopters in Maryland, United States. Qualitative and quantitative statistical method were used to collect participants’ data. Usability findings reported that the behavioral intention of using the recommended features was influenced by the perceived usefulness of the AfriBP. The cultural dimensions were rated as the most preferred recommended features, followed by the health management feature. The perceived usefulness had a strong significant effect on attitude in adopting the AfriBP. Female participants adopted the AfriBP more than the male participants. The results regarding ethnicity found that the Nigerian participants considered the perceived usefulness of the AfriBP more than the Ghanaian participants. Few participants owned and or publicly used BP machines to monitor their BP. Few number of participants were less likely to use a smartphone health application to monitor their BP for health. The health status of the participants for BP readings and body mass index (BMI) was of great concern which supported prior research on Africans ancestry having the highest concern for BP.","","Oladapo H,Chakraborty J","","2022","296–305","10.1007/978-3-031-05028-2_20","https://doi-org.proxy.bnl.lu/10.1007/978-3-031-05028-2_20;http://dx.doi.org/10.1007/978-3-031-05028-2_20","Conference Paper"
"Information Operations in Africa: An Overlooked Opportunity","With last year's activation of us African Command (AFRICOM), the United States will now address its security concerns for that turbulent continent with operations realigned under one command instead of three. Information operations will necessarily dominate the Department of Defense's activities in Africa genocide, poverty, famine, epidemic and civil war are rarely if ever amenable to solution by direct armed intervention. Information Operations (IO) involves more than network and cyber operations, which is just one of its five core elements. IO also includes psychological operations, electronic warfare, operations security, and military deception. All of these will be important in AFRICOM, both in terms of their effectiveness and in their utility in the economy of force considerations that will be a permanent part of the security environment for the foreseeable future. This presentation considers the challenges and opportunities of IO in Africa from the point of view of culture, security, infrastructure, and level of development.","","McKinney JR,Westphal M","","2009","698–703","","","Conference Paper"
"Scalable Non-Invasive Pediatric Cerebral Visual Impairment Screening with the Higher Visual Function Question Inventory (HVFQI)","Cerebral Visual Impairment (CVI), vision loss due to brain injury in early childhood, is the leading cause --- approximately 40% --- of bilateral visual impairment in children from industrialized countries and is the most rapidly growing cause among children in developing countries. Typical causes of CVI include abnormal brain development or brain damage, often consequential to birth-related complications such as hypoxic ischemic encephalopathy, meningitis, hydrocephalus, and head injury. The current gold standard for clinical diagnosis require a trained clinician to administer visual-motor integration tests in conjunction with a thorough review of a patient's clinical history. This approach does not scale to meet the needs of undiagnosed children with CVI. Recently, non-invasive screening methods such as administering a higher visual function question inventory (HVFQI), have been shown to accurately capture the observations of teachers and guardians of children. Analysis of those observations has been shown to have very high correlation with visual-motor integration tests (p values < 0.01). In this poster, we present a clinical database and information system, the HVFQI web app, which delivers a scalable, non-invasive pediatric CVI screening that is currently administered by a clinician, but has the potential to be self-administered in the near future, with follow-up clinical consultation for participants that screen positive or near-positive.The HVFQI web app is an online clinical diagnostic tool and database system designed to gather participant responses to over 50 questions and follow-up questions. No personally identifying information is stored in the database. The web app provides three critical functions: (1) scalable and accurate administration of the HVFQI; (2) global coordination of screening efforts; and (3) a consolidated database for efficacy analysis studies and rapid iteration of the HFVQI to maximize impact, accuracy, and accessibility.The HVFQI consists of a question inventory, a scoring rubric, and a conditional intervention strategy list. The question inventory is carefully curated and designed to capture observations from teachers and guardians that may indicate specific pediatric higher visual function deficits (HVFDs). In many instances HVFDs are accompanied by normal visual acuity, making diagnosis difficult, and requiring multiple questions to elicit HVFDs. These questions are presented at random to avoid leading the participant. The responses are scored according to the HVFQI scoring rubric, which indicates which HVFDs may be present, and relevant intervention strategies. The rubric responds to varying degrees of affirmative responses in a 5-category Likert scale, which includes 3 non-applicable responses with different causes. The rubric also responds to categorical responses for multiple-choice and multiple-answer questions. The web app prepares a report of relevant intervention strategies for the participant, along with the questions and responses as context.The web app is also designed to coordinate international clinical efforts. The web application administrators, led by a superadministrator, can create, manage, and remove centers and staff corresponding to physical (or virtual) locations as demand grows. Each center has a local administrator that can authorize staff to administer the HVFQI, interpret and discuss the results and relevant strategies with participants.The data is stored in a central secure database, accessible only to authorized researchers, and the site administrator. All data are anonymous and non-personally identifying. Authorized researchers can analyze the results for their local centers to estimate efficacy and submit suggestions to update the HVFQI to meet the needs of local participants. Researchers authorized by the super-administrator have full access to the entire database and can perform global analysis for rapid improvement.The HVFQI web app is the result of a collaboration between the SeeLab of the Smith-Kettlewell Eye Research Institute, and the Kulkarni Group of the Computer Science Department at San Francisco State University.","","Wong M,Ghahghaei S,Chandna A,Kulkarni A","","2021","","10.1145/3459930.3469495","https://doi-org.proxy.bnl.lu/10.1145/3459930.3469495;http://dx.doi.org/10.1145/3459930.3469495","Conference Paper"
"Flexicurity for Investment Reimbursement of Micro Renewable Electric Energy Systems","Even the most affordable renewable energy installation still needs an investment that is significant for local people, so that a co-financing party is often indispensable. This article investigates through field research in Tanzania and a technology survey, whether technology could be able to support such investment schemes. It would secure reimbursements in the same flexible and secure way people now pay for mobile communication services, thereby applying the success factors of mobile communications in Africa to micro renewable electric energy systems. Further areas for investigation are identified.","","Van Acker B,Van Acker C,Van Acker V","","2012","149–154","10.1109/GHTC.2012.32","https://doi-org.proxy.bnl.lu/10.1109/GHTC.2012.32;http://dx.doi.org/10.1109/GHTC.2012.32","Conference Paper"
"A Roadmap to Proliferate Open Source Software Usage within SA Government Servers","Open Source software (OSS) is increasingly being recognized by the government sector around the world as a viable choice to proprietary software, particularly in a number of areas of information technology (IT) such as on the network servers. In the OSS domain, it is perceived that OSS has the potential to deliver better value for money, high quality software, secure, flexible, stable and reliable network applications. The South African (SA) government acknowledges that OSS is a viable alternative to proprietary software especially on the servers. According to the data collected (survey) from various SA government departments and agencies, indications are that OSS is not fully implemented on the network servers, although the global trends indicate high usage of OSS within the network environment. The main aim of this paper is to propose a roadmap that can be used to aid SA ministries to increase OSS usage.","","Mtsweni J,Biermann E","","2008","430–436","10.1109/BROADCOM.2008.82","https://doi-org.proxy.bnl.lu/10.1109/BROADCOM.2008.82;http://dx.doi.org/10.1109/BROADCOM.2008.82","Conference Paper"
"Decrease the Number of Patients Lost to Follow-up in the Monitoring of PLHIV in Cross-Border Areas between The Gambia, Senegal and Guinea Bissau","The fight against AIDS in West Africa is a big challenge of public health. The main difficulties are related to the availability of antiretrovirals (AVR) and mainly to the observance of the treatment. In the cross-borderland areas of the Gambia, Senegal and Guinea Bissau, these difficulties of the observance of the treatment are amplified by the vulnerability, the high mobility of the populations and the problems of communication between the actors of the monitoring of PLHIV who speak three different languages. That's what makes difficult the fight against AIDS in those areas and justify the phenomenon of the patients lost to follow-up, which is a great indicator for the following of the People Living with HIV-virus (PLHIV). This paper presents the decrease of the number of patients lost to follow-up in the monitoring of the PLHIV in the cross-borderland areas of the Gambia, Senegal and Guinea Bissau by a multilingual semantic web platform of reference, counter reference and auto reference.","","Diop I,Dieng Y,Faye Y,Malack CA,Cisse O,Diouf B","","2019","","10.1145/3361570.3361596","https://doi-org.proxy.bnl.lu/10.1145/3361570.3361596;http://dx.doi.org/10.1145/3361570.3361596","Conference Paper"
"Admixture Aberration Analysis: Application to Mapping in Admixed Population Using Pooled DNA","Admixture mapping is a gene mapping approach used for the identification of genomic regions harboring disease susceptibility genes in the case of recently admixed populations such as African Americans We present a novel method for admixture mapping, called admixture aberration analysis (AAA), that uses a DNA pool of affected admixed individuals We demonstrate through simulations that AAA is a powerful and economical mapping method under a range of scenarios, capturing complex human diseases such as hypertension and end stage kidney disease The method has a low false-positive rate and is robust to deviation from model assumptions Finally, we apply AAA on 600 prostate cancer-affected African Americans, replicating a known risk locus Simulation results indicate that the method can yield over 96% reduction in genotyping Our method is implemented as a Java program called AAAmap and is freely available.","","Bercovici S,Geiger D","","2010","31–49","10.1007/978-3-642-12683-3_3","https://doi-org.proxy.bnl.lu/10.1007/978-3-642-12683-3_3;http://dx.doi.org/10.1007/978-3-642-12683-3_3","Conference Paper"
"Baby Boomers’ Intention to Use Branch or Digital Banking Channels in South Africa: An Exploratory Study","With Baby Boomers comprising a significant and profitable segment of the South African population, understanding the banking behaviour of seniors becomes an important task for banking institutions. With minimal literature dedicated to the banking behaviour of seniors, this study aimed to outline aspects which influenced Boomer's intention to use branch or digital channels and identify reasons for this. Literature highlighted the significant role of behavioural beliefs, trust, normative beliefs, perceived usefulness, perceived secureness and perceived control in banking intention, with gender, computer literacy, banking institution and banking channel used, being the major differences when choosing to walk into a branch or bank electronically. By applying the Kruskal-Wallis test on data collected from 281 Boomers across Gauteng, it was found that the gender of Boomers did not have any differences across branch and digital channels. By applying banking channel split, differences were found among the branch, digital and both channel groups for all six variables for both branch and DB intention. Reasons for these differences were also outlined within. Based on these findings, recommendations for the banking institutions of SA have been provided. Suggestions on future research initiatives are included, with linking banking intention to banking behaviour and conducting comparisons to other generational groups being notable topics.","","Ramlall S,Hattingh M,Van Deventer P","","2020","74–84","10.1145/3410886.3410915","https://doi-org.proxy.bnl.lu/10.1145/3410886.3410915;http://dx.doi.org/10.1145/3410886.3410915","Conference Paper"
"Comparing Type 2 Diabetes Self-Management Apps Against the Needs of Low-Income Minority Patients: Is There An Implicit Functionality Bias?","Background: Diabetes Mellitus is a chronic disease affecting 30 million in the US. It is a leading cause of death and a major risk factor for severe COVID-19. More than 90% of cases are Type 2 (T2DM), which has adult onset and has risk factors that are behavioral (e.g., smoking) or environmental (e.g., poor nutrition, decreased physical activity). Self-management is critical to long-term treatment of T2DM. It includes adherence to medication regimens, constant nutritional and physical activity management, blood glucose monitoring, and behavioral changes (e.g., smoking cessation). Many mobile computing health (mHealth) apps have been developed to support TM self-management.Problem: US T2DM rates among non-Hispanic whites and the well-educated have leveled off, but diagnoses continue to increase disproportionately among low-income populations, particularly African-American, Latino, and Native American minorities. This has created a growing health disparity associated with social and economic factors that include differential access to healthcare, healthy food, occupational opportunities and physical activity options. (termed Social Determinants of Health or SDOH [1]. Recent public health research [2,3] has begun to identify unique SDOH challenges faced by one such population, low-income African Americans. This poster examines the degree to which the existing T2DM mHealth apps are able to address the self-management needs exposed in this emerging research, versus the more widely studied needs and issues associated with more affluent and largely white population of persons with T2DM.Methods: Seventeen positively assessed T2DM apps were selected from recent review articles. Separately, two sets of functional features were compiled. First, from the T2DM literature, a set of 23 categories and sub-categories was compiled of general features that were identified as desirable to support the T2DM self-management process. Second, a set of eleven functional features and sub-features was developed from the research on the SDOH challenges of low income African American persons with T2DM. The T2DM apps were then compared in a two-stage process using the two sets of criteria. Because many of the criteria in the second set involved social support, only those apps that have some form of social functionality were included in the second stage comparison.Results. The results of the two comparisons are presented as two matrices comparing each app with each criterion and sub-criterion. None of the apps in stage one contained all the general functions suggested in the literature, though several come close. In stage two, most apps had few or none of the focused forms of social support for self-management capabilities of interest.Conclusions. Social capabilities of existing T2DM apps seemed based on the unconstrained social network models used in general social network media (e.g., Facebook, Twitter, Instagram). However, the needs expressed from the low-income communities focused on first order geospatially-local networks that could provide pragmatic help in self-management activities. Additionally, existing apps relied on Premium versions and in-app sales for revenue models, but such features are not accessible to low-income users. Such design decisions suggest an implicit design bias toward more affluent user populations, which also sociologically tend to be more White. Participatory design is recommended as a method that could help avoid such implicit design biases.","","Zachary W,Gupta H","","2020","","10.1145/3388440.3414913","https://doi-org.proxy.bnl.lu/10.1145/3388440.3414913;http://dx.doi.org/10.1145/3388440.3414913","Conference Paper"
"A Critical Discourse Analysis of Governance Issues Affecting Public Private Partnership Contracting for Information Systems Implementations: A South African Case Study","Public Private Partnership (PPP) contracts have drawn considerable media interest due to a number of problems such as cost overruns, mismanagement and failure. The purpose of this paper is to critically analyse media discourse relating to the failure of a PPP contract between the South African Department of Labour (DOL) and Siemens Information Services (SIS). The contract pertained to the provision and implementation of Information and Communication Technology (ICT) services for the DOL. The theoretical foundation for this research is Habermas' theory of communicative action which focuses on normative standards for communication and implications of public speech. Our research builds on a growing literature on critical discourse analysis (CDA) that systematically applies Habermas' validity claims to empirical research on public communication focused on revealing distortions concerning claims of truth, sincerity, legitimacy and comprehensibility. Our study contributes to understanding issues of public accountability of PPP contracts and extends the reach of critical research into PPP contracting for information systems (IS) services and highlights key challenges of the lack of public sector management competences in securing the public interest in PPP engagements.","","Albertus R,Ngwenyama O,Brown I","","2015","","10.1145/2815782.2815800","https://doi-org.proxy.bnl.lu/10.1145/2815782.2815800;http://dx.doi.org/10.1145/2815782.2815800","Conference Paper"
"Macroscopic Traffic Stream Variables Prediction with Weather Impact Using Hybrid CNN-LSTM Model","Accurate prediction of the macroscopic traffic stream variables such as speed and flow is important for traffic operation and management in an intelligent transportation system. Adverse weather conditions like fog, snow, and rainfall affect the driver’s visibility, road capacity, and mobility. The accurate prediction of the traffic stream variables in adverse weather conditions is challenging because of the non-linear and complex characteristics of the traffic stream and spatiotemporal correlation between traffic and weather variables. Prolonged heavy rain causes massive waterlogging in developing countries due to weak drainage systems, narrow streets, and encroachment, further affecting these traffic stream variables. Snow reduces the road capacity as much as waterlogging does. Prolonged snowfall creates a thick layer on the road, which affects the traffic stream variables. Traffic data has a high spatial and temporal resolution compared to weather data, which makes the problem more challenging. In this paper, we define a soft temporal threshold to capture the prolonged impact of weather variables. To capture the traffic and weather data’s spatiotemporal and temporal features, we propose a hybrid CNN-LSTM model. To validate model performance, data from San Diego and Minneapolis Minnesota Twin city are used. The test experiments show that the hybrid CNN-LSTM model learns spatiotemporal and temporal features accurately compared to other deep learning models.","","Nigam A,Srivastava S","","2021","1–6","10.1145/3427477.3429780","https://doi-org.proxy.bnl.lu/10.1145/3427477.3429780;http://dx.doi.org/10.1145/3427477.3429780","Conference Paper"
